date,port_name,port_code,state,measure,value,border
2024-12-01,Skagway,3103,Alaska,Truck Containers Loaded,48,US-Canada Border
2024-12-01,Northgate,3406,North Dakota,Truck Containers Loaded,82,US-Canada Border
2024-12-01,Port Huron,3802,Michigan,Truck Containers Empty,7160,US-Canada Border
2024-12-01,Santa Teresa,2408,New Mexico,Truck Containers Loaded,14092,US-Mexico Border
2024-12-01,Roseau,3426,Minnesota,Trucks,141,US-Canada Border
2024-12-01,Walhalla,3407,North Dakota,Trucks,427,US-Canada Border
2024-12-01,Pembina,3401,North Dakota,Trucks,18864,US-Canada Border
2024-12-01,Port Angeles,3007,Washington,Trucks,35,US-Canada Border
2024-12-01,Lancaster,3430,Minnesota,Truck Containers Loaded,7,US-Canada Border
2024-12-01,Oroville,3019,Washington,Truck Containers Empty,700,US-Canada Border
2024-12-01,Trout River,0715,New York,Truck Containers Empty,358,US-Canada Border
2024-12-01,Opheim,3317,Montana,Truck Containers Empty,4,US-Canada Border
2024-12-01,Santa Teresa,2408,New Mexico,Truck Containers Empty,4446,US-Mexico Border
2024-12-01,Morgan,3319,Montana,Truck Containers Empty,17,US-Canada Border
2024-12-01,Columbus,2406,New Mexico,Truck Containers Empty,306,US-Mexico Border
2024-12-01,El Paso,2402,Texas,Truck Containers Empty,7378,US-Mexico Border
2024-12-01,Alcan,3104,Alaska,Truck Containers Loaded,280,US-Canada Border
2024-12-01,Hannah,3408,North Dakota,Truck Containers Empty,2,US-Canada Border
2024-12-01,St John,3405,North Dakota,Truck Containers Empty,42,US-Canada Border
2024-12-01,Derby Line,0209,Vermont,Trucks,5984,US-Canada Border
2024-12-01,Beecher Falls,0206,Vermont,Trucks,579,US-Canada Border
2024-12-01,Sweetgrass,3310,Montana,Truck Containers Loaded,18213,US-Canada Border
2024-12-01,Roosville,3318,Montana,Trucks,601,US-Canada Border
2024-12-01,Tecate,2505,California,Truck Containers Empty,1481,US-Mexico Border
2024-12-01,Progreso,2309,Texas,Truck Containers Empty,1399,US-Mexico Border
2024-12-01,Maida,3416,North Dakota,Truck Containers Empty,20,US-Canada Border
2024-12-01,Frontier,3020,Washington,Truck Containers Loaded,1500,US-Canada Border
2024-12-01,Skagway,3103,Alaska,Truck Containers Empty,148,US-Canada Border
2024-12-01,Eastport,3302,Idaho,Truck Containers Empty,769,US-Canada Border
2024-12-01,Piegan,3316,Montana,Truck Containers Empty,16,US-Canada Border
2024-12-01,Calexico East,2507,California,Trucks,35892,US-Mexico Border
2024-12-01,Willow Creek,3325,Montana,Truck Containers Empty,1,US-Canada Border
2024-12-01,Laredo,2304,Texas,Trucks,219326,US-Mexico Border
2024-12-01,Ysleta,2401,Texas,Truck Containers Empty,21889,US-Mexico Border
2024-12-01,Porthill,3308,Idaho,Truck Containers Loaded,18,US-Canada Border
2024-12-01,Van Buren,0108,Maine,Trucks,971,US-Canada Border
2024-12-01,Raymond,3301,Montana,Truck Containers Loaded,1336,US-Canada Border
2024-12-01,Roma,2310,Texas,Truck Containers Empty,735,US-Mexico Border
2024-12-01,Bridgewater,0127,Maine,Trucks,232,US-Canada Border
2024-12-01,Hidalgo,2305,Texas,Trucks,56871,US-Mexico Border
2024-12-01,Calais,0115,Maine,Truck Containers Empty,1316,US-Canada Border
2024-12-01,Grand Portage,3613,Minnesota,Truck Containers Loaded,934,US-Canada Border
2024-12-01,International Falls,3604,Minnesota,Trucks,1326,US-Canada Border
2024-12-01,Detroit,3801,Michigan,Truck Containers Loaded,129537,US-Canada Border
2024-12-01,Lancaster,3430,Minnesota,Trucks,278,US-Canada Border
2024-12-01,Norton,0211,Vermont,Truck Containers Empty,126,US-Canada Border
2024-12-01,Madawaska,0109,Maine,Truck Containers Loaded,388,US-Canada Border
2024-12-01,Oroville,3019,Washington,Truck Containers Loaded,2131,US-Canada Border
2024-12-01,Champlain Rouses Point,0712,New York,Truck Containers Empty,2574,US-Canada Border
2024-12-01,Otay Mesa,2506,California,Truck Containers Empty,20903,US-Mexico Border
2024-12-01,Sherwood,3414,North Dakota,Truck Containers Empty,188,US-Canada Border
2024-12-01,Presidio,2403,Texas,Truck Containers Loaded,1160,US-Mexico Border
2024-12-01,Wildhorse,3323,Montana,Truck Containers Loaded,19,US-Canada Border
2024-12-01,Turner,3306,Montana,Trucks,28,US-Canada Border
2024-12-01,Del Bonita,3322,Montana,Trucks,58,US-Canada Border
2024-12-01,San Luis,2608,Arizona,Truck Containers Empty,1129,US-Mexico Border
2024-12-01,Alexandria Bay,0708,New York,Trucks,13586,US-Canada Border
2024-12-01,Brownsville,2301,Texas,Truck Containers Empty,12815,US-Mexico Border
2024-12-01,Fort Fairfield,0107,Maine,Trucks,321,US-Canada Border
2024-12-01,Rio Grande City,2307,Texas,Trucks,3345,US-Mexico Border
2024-12-01,Buffalo Niagara Falls,0901,New York,Truck Containers Empty,14474,US-Canada Border
2024-12-01,Laurier,3016,Washington,Trucks,388,US-Canada Border
2024-12-01,San Luis,2608,Arizona,Trucks,3755,US-Mexico Border
2024-12-01,Danville,3012,Washington,Truck Containers Loaded,16,US-Canada Border
2024-12-01,Tornillo,2404,Texas,Truck Containers Loaded,1374,US-Mexico Border
2024-12-01,Hidalgo,2305,Texas,Truck Containers Empty,18496,US-Mexico Border
2024-12-01,Bridgewater,0127,Maine,Truck Containers Empty,200,US-Canada Border
2024-12-01,Sault Sainte Marie,3803,Michigan,Trucks,2212,US-Canada Border
2024-12-01,Highgate Springs,0212,Vermont,Trucks,7495,US-Canada Border
2024-12-01,Morgan,3319,Montana,Trucks,20,US-Canada Border
2024-12-01,Carbury,3421,North Dakota,Truck Containers Loaded,133,US-Canada Border
2024-12-01,Fort Kent,0110,Maine,Truck Containers Loaded,37,US-Canada Border
2024-12-01,Brownsville,2301,Texas,Trucks,20102,US-Mexico Border
2024-12-01,Highgate Springs,0212,Vermont,Truck Containers Loaded,11533,US-Canada Border
2024-12-01,Fortuna,3417,North Dakota,Truck Containers Loaded,38,US-Canada Border
2024-12-01,Carbury,3421,North Dakota,Trucks,73,US-Canada Border
2024-12-01,Portal,3403,North Dakota,Truck Containers Loaded,9991,US-Canada Border
2024-12-01,Buffalo Niagara Falls,0901,New York,Truck Containers Loaded,96379,US-Canada Border
2024-12-01,Eagle Pass,2303,Texas,Truck Containers Loaded,20828,US-Mexico Border
2024-12-01,Massena,0704,New York,Truck Containers Empty,446,US-Canada Border
2024-12-01,Baudette,3424,Minnesota,Truck Containers Empty,236,US-Canada Border
2024-12-01,Del Rio,2302,Texas,Trucks,5344,US-Mexico Border
2024-12-01,Houlton,0106,Maine,Truck Containers Loaded,11134,US-Canada Border
2024-12-01,Noonan,3420,North Dakota,Truck Containers Empty,116,US-Canada Border
2024-12-01,Neche,3404,North Dakota,Trucks,606,US-Canada Border
2024-12-01,Antler,3413,North Dakota,Truck Containers Empty,45,US-Canada Border
2024-12-01,Columbus,2406,New Mexico,Trucks,1836,US-Mexico Border
2024-12-01,Derby Line,0209,Vermont,Truck Containers Empty,751,US-Canada Border
2024-12-01,Beecher Falls,0206,Vermont,Truck Containers Empty,414,US-Canada Border
2024-12-01,Richford,0203,Vermont,Truck Containers Empty,102,US-Canada Border
2024-12-01,Northgate,3406,North Dakota,Trucks,196,US-Canada Border
2024-12-01,Calais,0115,Maine,Trucks,4193,US-Canada Border
2024-12-01,Lancaster,3430,Minnesota,Truck Containers Empty,274,US-Canada Border
2024-12-01,Sumas,3009,Washington,Truck Containers Loaded,13155,US-Canada Border
2024-12-01,Pinecreek,3425,Minnesota,Trucks,3,US-Canada Border
2024-12-01,Tecate,2505,California,Trucks,4381,US-Mexico Border
2024-12-01,Van Buren,0108,Maine,Truck Containers Empty,408,US-Canada Border
2024-12-01,Opheim,3317,Montana,Trucks,4,US-Canada Border
2024-12-01,Kenneth G Ward,3023,Washington,Truck Containers Empty,2349,US-Canada Border
2024-12-01,Port Angeles,3007,Washington,Truck Containers Loaded,25,US-Canada Border
2024-12-01,Trout River,0715,New York,Trucks,834,US-Canada Border
2024-12-01,Skagway,3103,Alaska,Trucks,175,US-Canada Border
2024-12-01,Walhalla,3407,North Dakota,Truck Containers Loaded,232,US-Canada Border
2024-12-01,Alexandria Bay,0708,New York,Truck Containers Empty,1610,US-Canada Border
2024-12-01,Roseau,3426,Minnesota,Truck Containers Loaded,89,US-Canada Border
2024-12-01,Dalton Cache,3106,Alaska,Truck Containers Empty,55,US-Canada Border
2024-12-01,Santa Teresa,2408,New Mexico,Trucks,11656,US-Mexico Border
2024-12-01,Nogales,2604,Arizona,Truck Containers Loaded,48868,US-Mexico Border
2024-12-01,Point Roberts,3017,Washington,Truck Containers Empty,654,US-Canada Border
2024-12-01,Otay Mesa,2506,California,Truck Containers Loaded,105966,US-Mexico Border
2024-12-01,Frontier,3020,Washington,Trucks,2088,US-Canada Border
2024-12-01,Piegan,3316,Montana,Truck Containers Loaded,212,US-Canada Border
2024-12-01,Port Huron,3802,Michigan,Trucks,73465,US-Canada Border
2024-12-01,Tornillo,2404,Texas,Truck Containers Empty,973,US-Mexico Border
2024-12-01,Porthill,3308,Idaho,Trucks,107,US-Canada Border
2024-12-01,Scobey,3309,Montana,Truck Containers Empty,30,US-Canada Border
2024-12-01,Piegan,3316,Montana,Trucks,138,US-Canada Border
2024-12-01,Calais,0115,Maine,Truck Containers Loaded,5522,US-Canada Border
2024-12-01,Turner,3306,Montana,Truck Containers Empty,23,US-Canada Border
2024-12-01,Westhope,3419,North Dakota,Trucks,122,US-Canada Border
2024-12-01,St John,3405,North Dakota,Trucks,42,US-Canada Border
2024-12-01,Vanceboro,0105,Maine,Trucks,32,US-Canada Border
2024-12-01,Champlain Rouses Point,0712,New York,Trucks,22213,US-Canada Border
2024-12-01,Madawaska,0109,Maine,Trucks,1166,US-Canada Border
2024-12-01,Brownsville,2301,Texas,Truck Containers Loaded,13228,US-Mexico Border
2024-12-01,Champlain Rouses Point,0712,New York,Truck Containers Loaded,35788,US-Canada Border
2024-12-01,Fort Fairfield,0107,Maine,Truck Containers Loaded,100,US-Canada Border
2024-12-01,Fort Kent,0110,Maine,Trucks,165,US-Canada Border
2024-12-01,Alcan,3104,Alaska,Truck Containers Empty,406,US-Canada Border
2024-12-01,Sault Sainte Marie,3803,Michigan,Truck Containers Loaded,3224,US-Canada Border
2024-12-01,Raymond,3301,Montana,Trucks,992,US-Canada Border
2024-12-01,Sweetgrass,3310,Montana,Truck Containers Empty,2158,US-Canada Border
2024-12-01,Houlton,0106,Maine,Trucks,6872,US-Canada Border
2024-12-01,Willow Creek,3325,Montana,Trucks,1,US-Canada Border
2024-12-01,Sarles,3409,North Dakota,Truck Containers Empty,9,US-Canada Border
2024-12-01,Noonan,3420,North Dakota,Trucks,116,US-Canada Border
2024-12-01,Portal,3403,North Dakota,Trucks,6999,US-Canada Border
2024-12-01,Derby Line,0209,Vermont,Truck Containers Loaded,9930,US-Canada Border
2024-12-01,Beecher Falls,0206,Vermont,Truck Containers Loaded,320,US-Canada Border
2024-12-01,Danville,3012,Washington,Trucks,16,US-Canada Border
2024-12-01,Grand Portage,3613,Minnesota,Trucks,805,US-Canada Border
2024-12-01,Blaine,3004,Washington,Truck Containers Empty,9214,US-Canada Border
2024-12-01,Wildhorse,3323,Montana,Trucks,13,US-Canada Border
2024-12-01,Rio Grande City,2307,Texas,Truck Containers Loaded,6041,US-Mexico Border
2024-12-01,Houlton,0106,Maine,Truck Containers Empty,1049,US-Canada Border
2024-12-01,Sherwood,3414,North Dakota,Trucks,235,US-Canada Border
2024-12-01,Lukeville,2602,Arizona,Trucks,50,US-Mexico Border
2024-12-01,Fortuna,3417,North Dakota,Trucks,49,US-Canada Border
2024-12-01,Port Angeles,3007,Washington,Truck Containers Empty,13,US-Canada Border
2024-12-01,Sumas,3009,Washington,Trucks,10353,US-Canada Border
2024-12-01,Pembina,3401,North Dakota,Truck Containers Empty,2929,US-Canada Border
2024-12-01,Laurier,3016,Washington,Truck Containers Loaded,138,US-Canada Border
2024-12-01,Roma,2310,Texas,Trucks,3259,US-Mexico Border
2024-12-01,Carbury,3421,North Dakota,Truck Containers Empty,3,US-Canada Border
2024-12-01,Eastport,0103,Maine,Trucks,166,US-Canada Border
2024-12-01,International Falls,3604,Minnesota,Truck Containers Empty,600,US-Canada Border
2024-12-01,Ogdensburg,0701,New York,Truck Containers Loaded,4111,US-Canada Border
2024-12-01,Fortuna,3417,North Dakota,Truck Containers Empty,27,US-Canada Border
2024-12-01,Portal,3403,North Dakota,Truck Containers Empty,1636,US-Canada Border
2024-12-01,Hannah,3408,North Dakota,Trucks,13,US-Canada Border
2024-12-01,Eagle Pass,2303,Texas,Trucks,24923,US-Mexico Border
2024-12-01,Alexandria Bay,0708,New York,Truck Containers Loaded,22388,US-Canada Border
2024-12-01,Boundary,3015,Washington,Truck Containers Loaded,25,US-Canada Border
2024-12-01,Progreso,2309,Texas,Trucks,3494,US-Mexico Border
2024-12-01,Dalton Cache,3106,Alaska,Truck Containers Loaded,33,US-Canada Border
2024-12-01,Point Roberts,3017,Washington,Truck Containers Loaded,146,US-Canada Border
2024-12-01,Otay Mesa,2506,California,Trucks,76392,US-Mexico Border
2024-12-01,Laredo,2304,Texas,Truck Containers Empty,55271,US-Mexico Border
2024-12-01,Del Bonita,3322,Montana,Truck Containers Loaded,24,US-Canada Border
2024-12-01,Douglas,2601,Arizona,Truck Containers Loaded,2857,US-Mexico Border
2024-12-01,Jackman,0104,Maine,Trucks,5153,US-Canada Border
2024-12-01,Metaline Falls,3025,Washington,Truck Containers Empty,485,US-Canada Border
2024-12-01,Walhalla,3407,North Dakota,Truck Containers Empty,303,US-Canada Border
2024-12-01,Douglas,2601,Arizona,Truck Containers Empty,883,US-Mexico Border
2024-12-01,Vanceboro,0105,Maine,Truck Containers Empty,22,US-Canada Border
2024-12-01,Calexico East,2507,California,Truck Containers Empty,17714,US-Mexico Border
2024-12-01,Roosville,3318,Montana,Truck Containers Empty,123,US-Canada Border
2024-12-01,Sarles,3409,North Dakota,Truck Containers Loaded,231,US-Canada Border
2024-12-01,Turner,3306,Montana,Truck Containers Loaded,8,US-Canada Border
2024-12-01,Limestone,0118,Maine,Truck Containers Empty,72,US-Canada Border
2024-12-01,Scobey,3309,Montana,Trucks,30,US-Canada Border
2024-12-01,Dunseith,3422,North Dakota,Truck Containers Empty,329,US-Canada Border
2024-12-01,Nogales,2604,Arizona,Trucks,34816,US-Mexico Border
2024-12-01,Blaine,3004,Washington,Truck Containers Loaded,31657,US-Canada Border
2024-12-01,Kenneth G Ward,3023,Washington,Truck Containers Loaded,567,US-Canada Border
2024-12-01,Del Bonita,3322,Montana,Truck Containers Empty,35,US-Canada Border
2024-12-01,El Paso,2402,Texas,Trucks,10755,US-Mexico Border
2024-12-01,Ogdensburg,0701,New York,Truck Containers Empty,431,US-Canada Border
2024-12-01,Boundary,3015,Washington,Trucks,21,US-Canada Border
2024-12-01,Baudette,3424,Minnesota,Truck Containers Loaded,47,US-Canada Border
2024-12-01,Eastport,0103,Maine,Truck Containers Loaded,92,US-Canada Border
2024-12-01,Pinecreek,3425,Minnesota,Truck Containers Loaded,3,US-Canada Border
2024-12-01,Ysleta,2401,Texas,Trucks,51208,US-Mexico Border
2024-12-01,Norton,0211,Vermont,Trucks,392,US-Canada Border
2024-12-01,Maida,3416,North Dakota,Trucks,30,US-Canada Border
2024-12-01,Eastport,3302,Idaho,Trucks,3589,US-Canada Border
2024-11-01,Westhope,3419,North Dakota,Trucks,80,US-Canada Border
2024-11-01,Alcan,3104,Alaska,Trucks,615,US-Canada Border
2024-11-01,Highgate Springs,0212,Vermont,Truck Containers Empty,1390,US-Canada Border
2024-11-01,Grand Portage,3613,Minnesota,Truck Containers Empty,352,US-Canada Border
2024-11-01,Laurier,3016,Washington,Truck Containers Empty,392,US-Canada Border
2024-11-01,Dunseith,3422,North Dakota,Trucks,1695,US-Canada Border
2024-11-01,Otay Mesa,2506,California,Truck Containers Empty,21870,US-Mexico Border
2024-11-01,Sumas,3009,Washington,Trucks,10754,US-Canada Border
2024-11-01,Hidalgo,2305,Texas,Truck Containers Empty,20543,US-Mexico Border
2024-11-01,Warroad,3423,Minnesota,Truck Containers Empty,385,US-Canada Border
2024-11-01,Wildhorse,3323,Montana,Truck Containers Empty,13,US-Canada Border
2024-11-01,Nogales,2604,Arizona,Truck Containers Loaded,41329,US-Mexico Border
2024-11-01,Walhalla,3407,North Dakota,Trucks,539,US-Canada Border
2024-11-01,Champlain Rouses Point,0712,New York,Trucks,23105,US-Canada Border
2024-11-01,Blaine,3004,Washington,Trucks,27279,US-Canada Border
2024-11-01,Detroit,3801,Michigan,Truck Containers Empty,26405,US-Canada Border
2024-11-01,Hansboro,3415,North Dakota,Trucks,29,US-Canada Border
2024-11-01,Trout River,0715,New York,Truck Containers Empty,417,US-Canada Border
2024-11-01,Northgate,3406,North Dakota,Trucks,330,US-Canada Border
2024-11-01,Point Roberts,3017,Washington,Truck Containers Loaded,137,US-Canada Border
2024-11-01,Fortuna,3417,North Dakota,Truck Containers Loaded,33,US-Canada Border
2024-11-01,Pembina,3401,North Dakota,Truck Containers Loaded,31893,US-Canada Border
2024-11-01,Lancaster,3430,Minnesota,Truck Containers Loaded,8,US-Canada Border
2024-11-01,Presidio,2403,Texas,Truck Containers Empty,317,US-Mexico Border
2024-11-01,Eastport,3302,Idaho,Truck Containers Loaded,5289,US-Canada Border
2024-11-01,Tecate,2505,California,Truck Containers Empty,1808,US-Mexico Border
2024-11-01,Piegan,3316,Montana,Truck Containers Empty,20,US-Canada Border
2024-11-01,Eastport,0103,Maine,Trucks,214,US-Canada Border
2024-11-01,Roseau,3426,Minnesota,Truck Containers Empty,108,US-Canada Border
2024-11-01,Pinecreek,3425,Minnesota,Truck Containers Loaded,4,US-Canada Border
2024-11-01,Limestone,0118,Maine,Truck Containers Empty,58,US-Canada Border
2024-11-01,Van Buren,0108,Maine,Trucks,1105,US-Canada Border
2024-11-01,El Paso,2402,Texas,Truck Containers Loaded,5803,US-Mexico Border
2024-11-01,Bridgewater,0127,Maine,Truck Containers Empty,282,US-Canada Border
2024-11-01,Highgate Springs,0212,Vermont,Truck Containers Loaded,11263,US-Canada Border
2024-11-01,Danville,3012,Washington,Trucks,11,US-Canada Border
2024-11-01,Van Buren,0108,Maine,Truck Containers Loaded,1207,US-Canada Border
2024-11-01,Neche,3404,North Dakota,Trucks,713,US-Canada Border
2024-11-01,Naco,2603,Arizona,Trucks,278,US-Mexico Border
2024-11-01,Kenneth G Ward,3023,Washington,Trucks,3123,US-Canada Border
2024-11-01,Northgate,3406,North Dakota,Truck Containers Loaded,135,US-Canada Border
2024-11-01,Vanceboro,0105,Maine,Trucks,26,US-Canada Border
2024-11-01,Point Roberts,3017,Washington,Trucks,573,US-Canada Border
2024-11-01,Lancaster,3430,Minnesota,Trucks,290,US-Canada Border
2024-11-01,Laurier,3016,Washington,Truck Containers Loaded,206,US-Canada Border
2024-11-01,Sherwood,3414,North Dakota,Trucks,227,US-Canada Border
2024-11-01,Presidio,2403,Texas,Truck Containers Loaded,1507,US-Mexico Border
2024-11-01,Lancaster,3430,Minnesota,Truck Containers Empty,286,US-Canada Border
2024-11-01,Del Bonita,3322,Montana,Truck Containers Empty,74,US-Canada Border
2024-11-01,San Luis,2608,Arizona,Truck Containers Empty,1134,US-Mexico Border
2024-11-01,Alexandria Bay,0708,New York,Trucks,15329,US-Canada Border
2024-11-01,Dalton Cache,3106,Alaska,Truck Containers Empty,65,US-Canada Border
2024-11-01,Pinecreek,3425,Minnesota,Trucks,4,US-Canada Border
2024-11-01,El Paso,2402,Texas,Truck Containers Empty,7343,US-Mexico Border
2024-11-01,Norton,0211,Vermont,Trucks,516,US-Canada Border
2024-11-01,Calais,0115,Maine,Trucks,4722,US-Canada Border
2024-11-01,Buffalo Niagara Falls,0901,New York,Truck Containers Loaded,103369,US-Canada Border
2024-11-01,Sweetgrass,3310,Montana,Truck Containers Loaded,18348,US-Canada Border
2024-11-01,Porthill,3308,Idaho,Truck Containers Empty,141,US-Canada Border
2024-11-01,Roma,2310,Texas,Truck Containers Loaded,5790,US-Mexico Border
2024-11-01,Roosville,3318,Montana,Truck Containers Loaded,932,US-Canada Border
2024-11-01,Turner,3306,Montana,Trucks,54,US-Canada Border
2024-11-01,Ysleta,2401,Texas,Truck Containers Empty,22550,US-Mexico Border
2024-11-01,St John,3405,North Dakota,Trucks,71,US-Canada Border
2024-11-01,Massena,0704,New York,Trucks,1880,US-Canada Border
