date,port_name,port_code,state,measure,value,border
2024-10-01,Highgate Springs,0212,Vermont,Truck Containers Empty,1632,US-Canada Border
2024-10-01,Northgate,3406,North Dakota,Truck Containers Empty,234,US-Canada Border
2024-10-01,Danville,3012,Washington,Truck Containers Empty,5,US-Canada Border
2024-10-01,Lukeville,2602,Arizona,Trucks,79,US-Mexico Border
2024-10-01,Walhalla,3407,North Dakota,Trucks,820,US-Canada Border
2024-10-01,Tornillo,2404,Texas,Trucks,2071,US-Mexico Border
2024-10-01,Metaline Falls,3025,Washington,Truck Containers Loaded,147,US-Canada Border
2024-10-01,Walhalla,3407,North Dakota,Truck Containers Loaded,315,US-Canada Border
2024-10-01,Antler,3413,North Dakota,Truck Containers Loaded,14,US-Canada Border
2024-10-01,Hidalgo,2305,Texas,Truck Containers Loaded,86540,US-Mexico Border
2024-10-01,Westhope,3419,North Dakota,Truck Containers Empty,67,US-Canada Border
2024-10-01,Rio Grande City,2307,Texas,Truck Containers Empty,506,US-Mexico Border
2024-10-01,Boundary,3015,Washington,Trucks,32,US-Canada Border
2024-10-01,Carbury,3421,North Dakota,Truck Containers Empty,73,US-Canada Border
2024-10-01,Eagle Pass,2303,Texas,Truck Containers Empty,13539,US-Mexico Border
2024-10-01,Port Huron,3802,Michigan,Truck Containers Loaded,141435,US-Canada Border
2024-10-01,Naco,2603,Arizona,Truck Containers Loaded,134,US-Mexico Border
2024-10-01,Pembina,3401,North Dakota,Truck Containers Loaded,35822,US-Canada Border
2024-10-01,Detroit,3801,Michigan,Truck Containers Empty,29132,US-Canada Border
2024-10-01,Sarles,3409,North Dakota,Truck Containers Empty,13,US-Canada Border
2024-10-01,Richford,0203,Vermont,Truck Containers Loaded,175,US-Canada Border
2024-10-01,Otay Mesa,2506,California,Truck Containers Empty,25056,US-Mexico Border
2024-10-01,Tecate,2505,California,Truck Containers Loaded,6160,US-Mexico Border
2024-10-01,Tornillo,2404,Texas,Truck Containers Empty,1230,US-Mexico Border
2024-10-01,Norton,0211,Vermont,Trucks,541,US-Canada Border
2024-10-01,Champlain Rouses Point,0712,New York,Trucks,25604,US-Canada Border
2024-10-01,St John,3405,North Dakota,Trucks,119,US-Canada Border
2024-10-01,Brownsville,2301,Texas,Truck Containers Empty,16213,US-Mexico Border
2024-10-01,Eagle Pass,2303,Texas,Trucks,25567,US-Mexico Border
2024-10-01,Norton,0211,Vermont,Truck Containers Loaded,714,US-Canada Border
2024-10-01,Grand Portage,3613,Minnesota,Truck Containers Empty,367,US-Canada Border
2024-10-01,Port Angeles,3007,Washington,Truck Containers Loaded,38,US-Canada Border
2024-10-01,Port Huron,3802,Michigan,Trucks,86787,US-Canada Border
2024-10-01,Ysleta,2401,Texas,Truck Containers Loaded,71604,US-Mexico Border
2024-10-01,Madawaska,0109,Maine,Truck Containers Empty,998,US-Canada Border
2024-10-01,Limestone,0118,Maine,Truck Containers Empty,212,US-Canada Border
2024-10-01,Porthill,3308,Idaho,Truck Containers Loaded,23,US-Canada Border
2024-10-01,Kenneth G Ward,3023,Washington,Truck Containers Loaded,3600,US-Canada Border
2024-10-01,Houlton,0106,Maine,Truck Containers Loaded,12930,US-Canada Border
2024-10-01,Laredo,2304,Texas,Truck Containers Empty,67614,US-Mexico Border
2024-10-01,Roseau,3426,Minnesota,Truck Containers Loaded,142,US-Canada Border
2024-10-01,Highgate Springs,0212,Vermont,Truck Containers Loaded,13643,US-Canada Border
2024-10-01,Morgan,3319,Montana,Truck Containers Loaded,4,US-Canada Border
2024-10-01,Tornillo,2404,Texas,Truck Containers Loaded,1650,US-Mexico Border
2024-10-01,Antler,3413,North Dakota,Truck Containers Empty,57,US-Canada Border
2024-10-01,Raymond,3301,Montana,Trucks,1490,US-Canada Border
2024-10-01,Fort Kent,0110,Maine,Trucks,185,US-Canada Border
2024-10-01,Laurier,3016,Washington,Truck Containers Loaded,184,US-Canada Border
2024-10-01,Bridgewater,0127,Maine,Trucks,254,US-Canada Border
2024-10-01,Sarles,3409,North Dakota,Trucks,30,US-Canada Border
2024-10-01,Calais,0115,Maine,Truck Containers Empty,1966,US-Canada Border
2024-10-01,Portal,3403,North Dakota,Truck Containers Loaded,12042,US-Canada Border
2024-10-01,Pembina,3401,North Dakota,Trucks,22759,US-Canada Border
2024-10-01,Sweetgrass,3310,Montana,Trucks,13835,US-Canada Border
2024-10-01,Turner,3306,Montana,Trucks,54,US-Canada Border
2024-10-01,Hidalgo,2305,Texas,Truck Containers Empty,22494,US-Mexico Border
2024-10-01,Eastport,0103,Maine,Truck Containers Loaded,128,US-Canada Border
2024-10-01,Sherwood,3414,North Dakota,Truck Containers Loaded,95,US-Canada Border
2024-10-01,Calexico East,2507,California,Trucks,41105,US-Mexico Border
2024-10-01,Alexandria Bay,0708,New York,Trucks,17308,US-Canada Border
2024-10-01,Wildhorse,3323,Montana,Truck Containers Empty,21,US-Canada Border
2024-10-01,International Falls,3604,Minnesota,Trucks,1628,US-Canada Border
2024-10-01,Scobey,3309,Montana,Trucks,107,US-Canada Border
2024-10-01,Columbus,2406,New Mexico,Truck Containers Empty,298,US-Mexico Border
2024-10-01,Ysleta,2401,Texas,Truck Containers Empty,24131,US-Mexico Border
2024-10-01,Kenneth G Ward,3023,Washington,Truck Containers Empty,3003,US-Canada Border
2024-10-01,El Paso,2402,Texas,Truck Containers Empty,8432,US-Mexico Border
2024-10-01,Buffalo Niagara Falls,0901,New York,Trucks,81716,US-Canada Border
2024-10-01,Otay Mesa,2506,California,Truck Containers Loaded,138188,US-Mexico Border
2024-10-01,Morgan,3319,Montana,Trucks,45,US-Canada Border
2024-10-01,Derby Line,0209,Vermont,Trucks,8133,US-Canada Border
2024-10-01,Portal,3403,North Dakota,Trucks,8220,US-Canada Border
2024-10-01,Ysleta,2401,Texas,Trucks,61845,US-Mexico Border
2024-10-01,Eastport,3302,Idaho,Trucks,4723,US-Canada Border
2024-10-01,Carbury,3421,North Dakota,Trucks,188,US-Canada Border
2024-10-01,Skagway,3103,Alaska,Truck Containers Loaded,6,US-Canada Border
2024-10-01,Point Roberts,3017,Washington,Trucks,623,US-Canada Border
2024-10-01,Santa Teresa,2408,New Mexico,Truck Containers Loaded,17512,US-Mexico Border
2024-10-01,Roseau,3426,Minnesota,Truck Containers Empty,179,US-Canada Border
2024-10-01,Alexandria Bay,0708,New York,Truck Containers Loaded,28674,US-Canada Border
2024-10-01,Porthill,3308,Idaho,Truck Containers Empty,177,US-Canada Border
2024-10-01,Oroville,3019,Washington,Truck Containers Empty,1079,US-Canada Border
2024-10-01,Lancaster,3430,Minnesota,Trucks,368,US-Canada Border
2024-10-01,Sumas,3009,Washington,Truck Containers Empty,3514,US-Canada Border
2024-10-01,Turner,3306,Montana,Truck Containers Loaded,25,US-Canada Border
2024-10-01,Neche,3404,North Dakota,Truck Containers Empty,776,US-Canada Border
2024-10-01,Houlton,0106,Maine,Truck Containers Empty,1450,US-Canada Border
2024-10-01,Raymond,3301,Montana,Truck Containers Loaded,2166,US-Canada Border
2024-10-01,Noonan,3420,North Dakota,Truck Containers Empty,146,US-Canada Border
2024-10-01,Beecher Falls,0206,Vermont,Trucks,766,US-Canada Border
2024-10-01,Sherwood,3414,North Dakota,Trucks,253,US-Canada Border
2024-10-01,Fortuna,3417,North Dakota,Trucks,74,US-Canada Border
2024-10-01,Van Buren,0108,Maine,Trucks,1258,US-Canada Border
2024-10-01,Roma,2310,Texas,Truck Containers Empty,750,US-Mexico Border
2024-10-01,Trout River,0715,New York,Truck Containers Loaded,936,US-Canada Border
2024-10-01,Dunseith,3422,North Dakota,Trucks,2498,US-Canada Border
2024-10-01,Ogdensburg,0701,New York,Trucks,3659,US-Canada Border
2024-10-01,Del Bonita,3322,Montana,Trucks,240,US-Canada Border
2024-10-01,Progreso,2309,Texas,Truck Containers Loaded,3879,US-Mexico Border
2024-10-01,Sault Sainte Marie,3803,Michigan,Truck Containers Loaded,4748,US-Canada Border
2024-10-01,Douglas,2601,Arizona,Trucks,2677,US-Mexico Border
2024-10-01,San Luis,2608,Arizona,Truck Containers Loaded,4090,US-Mexico Border
2024-10-01,Jackman,0104,Maine,Truck Containers Empty,3920,US-Canada Border
2024-10-01,Boundary,3015,Washington,Truck Containers Empty,2,US-Canada Border
2024-10-01,Eastport,3302,Idaho,Truck Containers Loaded,6492,US-Canada Border
2024-09-01,Madawaska,0109,Maine,Trucks,1064,US-Canada Border
2024-09-01,Porthill,3308,Idaho,Trucks,139,US-Canada Border
2024-09-01,Dalton Cache,3106,Alaska,Truck Containers Empty,66,US-Canada Border
2024-09-01,Santa Teresa,2408,New Mexico,Truck Containers Loaded,16479,US-Mexico Border
2024-09-01,Westhope,3419,North Dakota,Truck Containers Empty,64,US-Canada Border
2024-09-01,Northgate,3406,North Dakota,Trucks,201,US-Canada Border
2024-09-01,Nogales,2604,Arizona,Trucks,22544,US-Mexico Border
2024-09-01,Fortuna,3417,North Dakota,Truck Containers Empty,50,US-Canada Border
2024-09-01,Blaine,3004,Washington,Trucks,28102,US-Canada Border
2024-09-01,Roseau,3426,Minnesota,Truck Containers Empty,154,US-Canada Border
2024-09-01,Vanceboro,0105,Maine,Truck Containers Empty,74,US-Canada Border
2024-09-01,El Paso,2402,Texas,Truck Containers Empty,7362,US-Mexico Border
2024-09-01,Alcan,3104,Alaska,Truck Containers Empty,466,US-Canada Border
2024-09-01,Champlain Rouses Point,0712,New York,Truck Containers Loaded,38020,US-Canada Border
2024-09-01,Lancaster,3430,Minnesota,Truck Containers Empty,356,US-Canada Border
2024-09-01,Pinecreek,3425,Minnesota,Trucks,5,US-Canada Border
2024-09-01,Brownsville,2301,Texas,Truck Containers Loaded,16704,US-Mexico Border
2024-09-01,Douglas,2601,Arizona,Trucks,2403,US-Mexico Border
2024-09-01,Noonan,3420,North Dakota,Trucks,141,US-Canada Border
2024-09-01,Skagway,3103,Alaska,Trucks,223,US-Canada Border
2024-09-01,Tecate,2505,California,Trucks,5106,US-Mexico Border
2024-09-01,Van Buren,0108,Maine,Trucks,1215,US-Canada Border
2024-09-01,Walhalla,3407,North Dakota,Truck Containers Empty,357,US-Canada Border
2024-09-01,Jackman,0104,Maine,Trucks,5601,US-Canada Border
2024-09-01,Sault Sainte Marie,3803,Michigan,Truck Containers Loaded,4150,US-Canada Border
2024-09-01,Del Bonita,3322,Montana,Trucks,78,US-Canada Border
2024-09-01,Dunseith,3422,North Dakota,Truck Containers Empty,868,US-Canada Border
2024-09-01,Bridgewater,0127,Maine,Truck Containers Loaded,39,US-Canada Border
2024-09-01,Grand Portage,3613,Minnesota,Truck Containers Empty,423,US-Canada Border
2024-09-01,Piegan,3316,Montana,Truck Containers Loaded,214,US-Canada Border
2024-09-01,Limestone,0118,Maine,Truck Containers Empty,78,US-Canada Border
2024-09-01,Buffalo Niagara Falls,0901,New York,Truck Containers Empty,15565,US-Canada Border
2024-09-01,Kenneth G Ward,3023,Washington,Truck Containers Loaded,919,US-Canada Border
2024-09-01,Opheim,3317,Montana,Trucks,14,US-Canada Border
2024-09-01,Laredo,2304,Texas,Trucks,239740,US-Mexico Border
2024-09-01,Progreso,2309,Texas,Truck Containers Loaded,3108,US-Mexico Border
2024-09-01,Eastport,3302,Idaho,Trucks,4747,US-Canada Border
2024-09-01,Roma,2310,Texas,Truck Containers Loaded,6409,US-Mexico Border
2024-09-01,Pembina,3401,North Dakota,Trucks,21717,US-Canada Border
2024-09-01,Norton,0211,Vermont,Truck Containers Loaded,668,US-Canada Border
2024-09-01,Laurier,3016,Washington,Truck Containers Loaded,162,US-Canada Border
2024-09-01,Lancaster,3430,Minnesota,Truck Containers Loaded,8,US-Canada Border
2024-09-01,Carbury,3421,North Dakota,Truck Containers Empty,23,US-Canada Border
2024-09-01,Westhope,3419,North Dakota,Trucks,170,US-Canada Border
2024-09-01,Presidio,2403,Texas,Truck Containers Empty,321,US-Mexico Border
2024-09-01,Douglas,2601,Arizona,Truck Containers Loaded,2476,US-Mexico Border
2024-09-01,Columbus,2406,New Mexico,Trucks,2243,US-Mexico Border
2024-09-01,Portal,3403,North Dakota,Truck Containers Loaded,11310,US-Canada Border
2024-09-01,Sweetgrass,3310,Montana,Trucks,14146,US-Canada Border
2024-09-01,Fortuna,3417,North Dakota,Truck Containers Loaded,28,US-Canada Border
2024-09-01,Blaine,3004,Washington,Truck Containers Loaded,32934,US-Canada Border
2024-09-01,Bridgewater,0127,Maine,Truck Containers Empty,238,US-Canada Border
2024-09-01,Jackman,0104,Maine,Truck Containers Loaded,3612,US-Canada Border
2024-09-01,Rio Grande City,2307,Texas,Trucks,3358,US-Mexico Border
2024-09-01,Limestone,0118,Maine,Trucks,78,US-Canada Border
2024-09-01,Turner,3306,Montana,Truck Containers Empty,20,US-Canada Border
2024-09-01,Piegan,3316,Montana,Trucks,128,US-Canada Border
2024-09-01,Kenneth G Ward,3023,Washington,Trucks,3713,US-Canada Border
2024-09-01,Sault Sainte Marie,3803,Michigan,Truck Containers Empty,506,US-Canada Border
2024-09-01,Kenneth G Ward,3023,Washington,Truck Containers Empty,3129,US-Canada Border
2024-09-01,San Luis,2608,Arizona,Trucks,3020,US-Mexico Border
2024-09-01,Roosville,3318,Montana,Trucks,909,US-Canada Border
2024-09-01,Alexandria Bay,0708,New York,Truck Containers Empty,1872,US-Canada Border
2024-09-01,Van Buren,0108,Maine,Truck Containers Loaded,1180,US-Canada Border
2024-09-01,Derby Line,0209,Vermont,Truck Containers Loaded,12396,US-Canada Border
2024-09-01,Maida,3416,North Dakota,Truck Containers Empty,48,US-Canada Border
2024-09-01,Northgate,3406,North Dakota,Truck Containers Loaded,16,US-Canada Border
2024-09-01,San Luis,2608,Arizona,Truck Containers Loaded,3598,US-Mexico Border
2024-09-01,Columbus,2406,New Mexico,Truck Containers Empty,338,US-Mexico Border
2024-09-01,Fort Fairfield,0107,Maine,Truck Containers Loaded,64,US-Canada Border
2024-09-01,Laurier,3016,Washington,Truck Containers Empty,426,US-Canada Border
2024-09-01,Sweetgrass,3310,Montana,Truck Containers Empty,2630,US-Canada Border
2024-09-01,Portal,3403,North Dakota,Truck Containers Empty,2018,US-Canada Border
2024-09-01,Pembina,3401,North Dakota,Truck Containers Loaded,33494,US-Canada Border
2024-09-01,Ysleta,2401,Texas,Trucks,58605,US-Mexico Border
2024-09-01,International Falls,3604,Minnesota,Truck Containers Loaded,1795,US-Canada Border
2024-09-01,Warroad,3423,Minnesota,Truck Containers Loaded,330,US-Canada Border
2024-09-01,Danville,3012,Washington,Trucks,20,US-Canada Border
2024-09-01,Detroit,3801,Michigan,Truck Containers Loaded,155570,US-Canada Border
2024-09-01,Metaline Falls,3025,Washington,Truck Containers Empty,393,US-Canada Border
2024-09-01,Neche,3404,North Dakota,Trucks,968,US-Canada Border
2024-09-01,Antler,3413,North Dakota,Truck Containers Empty,63,US-Canada Border
2024-09-01,Raymond,3301,Montana,Truck Containers Loaded,1934,US-Canada Border
2024-09-01,Hidalgo,2305,Texas,Truck Containers Empty,21639,US-Mexico Border
2024-09-01,St John,3405,North Dakota,Truck Containers Empty,85,US-Canada Border
2024-09-01,Wildhorse,3323,Montana,Trucks,60,US-Canada Border
2024-09-01,Alexandria Bay,0708,New York,Truck Containers Loaded,26597,US-Canada Border
2024-09-01,Northgate,3406,North Dakota,Truck Containers Empty,192,US-Canada Border
2024-09-01,Madawaska,0109,Maine,Truck Containers Loaded,426,US-Canada Border
2024-09-01,San Luis,2608,Arizona,Truck Containers Empty,1015,US-Mexico Border
2024-09-01,Columbus,2406,New Mexico,Truck Containers Loaded,3779,US-Mexico Border
2024-09-01,Blaine,3004,Washington,Truck Containers Empty,9315,US-Canada Border
2024-09-01,Roseau,3426,Minnesota,Truck Containers Loaded,164,US-Canada Border
2024-09-01,Detroit,3801,Michigan,Trucks,112185,US-Canada Border
2024-09-01,Morgan,3319,Montana,Truck Containers Empty,97,US-Canada Border
2024-09-01,Vanceboro,0105,Maine,Truck Containers Loaded,8,US-Canada Border
2024-09-01,Lukeville,2602,Arizona,Trucks,55,US-Mexico Border
2024-09-01,Eastport,0103,Maine,Trucks,161,US-Canada Border
2024-09-01,Raymond,3301,Montana,Truck Containers Empty,262,US-Canada Border
2024-09-01,Ferry,3013,Washington,Trucks,4,US-Canada Border
2024-09-01,International Falls,3604,Minnesota,Truck Containers Empty,684,US-Canada Border
2024-09-01,Beecher Falls,0206,Vermont,Trucks,724,US-Canada Border
2024-09-01,Scobey,3309,Montana,Truck Containers Loaded,1,US-Canada Border
2024-09-01,Highgate Springs,0212,Vermont,Trucks,7957,US-Canada Border
2024-09-01,Frontier,3020,Washington,Trucks,1946,US-Canada Border
2024-09-01,Roosville,3318,Montana,Truck Containers Loaded,934,US-Canada Border
2024-09-01,Oroville,3019,Washington,Trucks,2299,US-Canada Border
2024-09-01,Maida,3416,North Dakota,Trucks,48,US-Canada Border
2024-09-01,Pembina,3401,North Dakota,Truck Containers Empty,3409,US-Canada Border
2024-09-01,Sarles,3409,North Dakota,Trucks,46,US-Canada Border
2024-09-01,Whitlash,3321,Montana,Trucks,1,US-Canada Border
2024-09-01,Porthill,3308,Idaho,Truck Containers Loaded,29,US-Canada Border
2024-09-01,Calais,0115,Maine,Trucks,4656,US-Canada Border
2024-09-01,Eagle Pass,2303,Texas,Trucks,20958,US-Mexico Border
2024-09-01,Van Buren,0108,Maine,Truck Containers Empty,614,US-Canada Border
2024-09-01,Santa Teresa,2408,New Mexico,Trucks,14116,US-Mexico Border
2024-09-01,Buffalo Niagara Falls,0901,New York,Truck Containers Loaded,111649,US-Canada Border
2024-09-01,Otay Mesa,2506,California,Truck Containers Empty,23439,US-Mexico Border
2024-09-01,Tornillo,2404,Texas,Truck Containers Empty,1558,US-Mexico Border
2024-09-01,El Paso,2402,Texas,Truck Containers Loaded,6164,US-Mexico Border
2024-09-01,Fort Fairfield,0107,Maine,Trucks,741,US-Canada Border
2024-09-01,Ysleta,2401,Texas,Truck Containers Empty,24777,US-Mexico Border
2024-09-01,St John,3405,North Dakota,Trucks,85,US-Canada Border
2024-09-01,Jackman,0104,Maine,Truck Containers Empty,3652,US-Canada Border
2024-09-01,Ogdensburg,0701,New York,Trucks,3145,US-Canada Border
2024-09-01,Tecate,2505,California,Truck Containers Loaded,5624,US-Mexico Border
2024-09-01,Grand Portage,3613,Minnesota,Truck Containers Loaded,1491,US-Canada Border
2024-09-01,Norton,0211,Vermont,Trucks,556,US-Canada Border
2024-09-01,Massena,0704,New York,Truck Containers Loaded,2546,US-Canada Border
2024-09-01,Houlton,0106,Maine,Truck Containers Empty,1389,US-Canada Border
2024-09-01,Champlain Rouses Point,0712,New York,Truck Containers Empty,3163,US-Canada Border
2024-09-01,Pinecreek,3425,Minnesota,Truck Containers Loaded,5,US-Canada Border
2024-09-01,Nogales,2604,Arizona,Truck Containers Loaded,26197,US-Mexico Border
2024-09-01,El Paso,2402,Texas,Trucks,10887,US-Mexico Border
2024-09-01,Brownsville,2301,Texas,Trucks,24083,US-Mexico Border
2024-09-01,Sherwood,3414,North Dakota,Truck Containers Empty,226,US-Canada Border
2024-09-01,Del Rio,2302,Texas,Truck Containers Empty,1860,US-Mexico Border
2024-09-01,Del Bonita,3322,Montana,Truck Containers Loaded,75,US-Canada Border
2024-09-01,Sumas,3009,Washington,Trucks,11507,US-Canada Border
2024-09-01,Skagway,3103,Alaska,Truck Containers Loaded,31,US-Canada Border
2024-09-01,Fort Kent,0110,Maine,Truck Containers Empty,228,US-Canada Border
2024-09-01,Scobey,3309,Montana,Truck Containers Empty,105,US-Canada Border
2024-09-01,Warroad,3423,Minnesota,Trucks,530,US-Canada Border
2024-09-01,Metaline Falls,3025,Washington,Trucks,446,US-Canada Border
2024-09-01,Del Rio,2302,Texas,Trucks,5867,US-Mexico Border
2024-09-01,Roma,2310,Texas,Trucks,3697,US-Mexico Border
2024-09-01,Fort Kent,0110,Maine,Truck Containers Loaded,21,US-Canada Border
2024-09-01,Carbury,3421,North Dakota,Truck Containers Loaded,224,US-Canada Border
2024-09-01,Presidio,2403,Texas,Truck Containers Loaded,1008,US-Mexico Border
2024-09-01,Westhope,3419,North Dakota,Truck Containers Loaded,224,US-Canada Border
2024-09-01,Douglas,2601,Arizona,Truck Containers Empty,1048,US-Mexico Border
2024-09-01,Oroville,3019,Washington,Truck Containers Loaded,2094,US-Canada Border
2024-09-01,Portal,3403,North Dakota,Trucks,8184,US-Canada Border
2024-09-01,Sumas,3009,Washington,Truck Containers Loaded,14742,US-Canada Border
2024-09-01,Port Huron,3802,Michigan,Trucks,83787,US-Canada Border
2024-09-01,Eagle Pass,2303,Texas,Truck Containers Loaded,23832,US-Mexico Border
2024-09-01,Massena,0704,New York,Truck Containers Empty,664,US-Canada Border
2024-09-01,Tornillo,2404,Texas,Truck Containers Loaded,1359,US-Mexico Border
2024-09-01,Sherwood,3414,North Dakota,Truck Containers Loaded,132,US-Canada Border
2024-09-01,Alexandria Bay,0708,New York,Trucks,16172,US-Canada Border
2024-09-01,Raymond,3301,Montana,Trucks,1284,US-Canada Border
2024-09-01,Roseau,3426,Minnesota,Trucks,239,US-Canada Border
2024-09-01,Lancaster,3430,Minnesota,Trucks,360,US-Canada Border
2024-09-01,Ferry,3013,Washington,Truck Containers Empty,4,US-Canada Border
2024-09-01,Port Angeles,3007,Washington,Truck Containers Loaded,38,US-Canada Border
2024-09-01,Skagway,3103,Alaska,Truck Containers Empty,205,US-Canada Border
2024-09-01,Turner,3306,Montana,Truck Containers Loaded,31,US-Canada Border
2024-09-01,Naco,2603,Arizona,Truck Containers Loaded,166,US-Mexico Border
2024-09-01,Point Roberts,3017,Washington,Truck Containers Loaded,142,US-Canada Border
2024-09-01,Nogales,2604,Arizona,Truck Containers Empty,8997,US-Mexico Border
2024-09-01,Baudette,3424,Minnesota,Trucks,290,US-Canada Border
2024-09-01,Fortuna,3417,North Dakota,Trucks,62,US-Canada Border
2024-09-01,Del Bonita,3322,Montana,Truck Containers Empty,21,US-Canada Border
2024-09-01,Grand Portage,3613,Minnesota,Trucks,1215,US-Canada Border
2024-09-01,Sweetgrass,3310,Montana,Truck Containers Loaded,20260,US-Canada Border
2024-09-01,Rio Grande City,2307,Texas,Truck Containers Loaded,5761,US-Mexico Border
2024-09-01,Derby Line,0209,Vermont,Trucks,7312,US-Canada Border
2024-09-01,Tecate,2505,California,Truck Containers Empty,1909,US-Mexico Border
2024-09-01,Metaline Falls,3025,Washington,Truck Containers Loaded,103,US-Canada Border
2024-09-01,Richford,0203,Vermont,Truck Containers Empty,135,US-Canada Border
2024-09-01,Trout River,0715,New York,Trucks,1031,US-Canada Border
2024-09-01,Richford,0203,Vermont,Trucks,199,US-Canada Border
2024-09-01,Hidalgo,2305,Texas,Truck Containers Loaded,77688,US-Mexico Border
2024-09-01,Boundary,3015,Washington,Truck Containers Empty,3,US-Canada Border
2024-09-01,Calexico East,2507,California,Trucks,37366,US-Mexico Border
2024-09-01,Port Huron,3802,Michigan,Truck Containers Empty,8422,US-Canada Border
2024-09-01,Naco,2603,Arizona,Trucks,293,US-Mexico Border
2024-09-01,Roma,2310,Texas,Truck Containers Empty,761,US-Mexico Border
2024-09-01,Lukeville,2602,Arizona,Truck Containers Loaded,87,US-Mexico Border
2024-09-01,Eagle Pass,2303,Texas,Truck Containers Empty,10398,US-Mexico Border
2024-09-01,Otay Mesa,2506,California,Trucks,86266,US-Mexico Border
2024-09-01,Point Roberts,3017,Washington,Trucks,558,US-Canada Border
2024-09-01,Laredo,2304,Texas,Truck Containers Loaded,403313,US-Mexico Border
2024-09-01,Boundary,3015,Washington,Trucks,28,US-Canada Border
2024-09-01,Eastport,3302,Idaho,Truck Containers Loaded,6312,US-Canada Border
2024-09-01,Norton,0211,Vermont,Truck Containers Empty,206,US-Canada Border
2024-09-01,Naco,2603,Arizona,Truck Containers Empty,188,US-Mexico Border
2024-09-01,Calexico East,2507,California,Truck Containers Empty,19724,US-Mexico Border
2024-09-01,Houlton,0106,Maine,Truck Containers Loaded,11406,US-Canada Border
2024-09-01,Hidalgo,2305,Texas,Trucks,59134,US-Mexico Border
2024-09-01,Alcan,3104,Alaska,Trucks,750,US-Canada Border
2024-09-01,Boundary,3015,Washington,Truck Containers Loaded,33,US-Canada Border
2024-09-01,Calexico East,2507,California,Truck Containers Loaded,37467,US-Mexico Border
2024-09-01,Point Roberts,3017,Washington,Truck Containers Empty,431,US-Canada Border
2024-09-01,Sumas,3009,Washington,Truck Containers Empty,3197,US-Canada Border
2024-09-01,Frontier,3020,Washington,Truck Containers Loaded,1221,US-Canada Border
2024-09-01,Port Angeles,3007,Washington,Truck Containers Empty,5,US-Canada Border
2024-09-01,Port Huron,3802,Michigan,Truck Containers Loaded,136452,US-Canada Border
2024-09-01,Dunseith,3422,North Dakota,Truck Containers Loaded,3020,US-Canada Border
2024-09-01,Wildhorse,3323,Montana,Truck Containers Empty,14,US-Canada Border
2024-09-01,Madawaska,0109,Maine,Truck Containers Empty,842,US-Canada Border
2024-09-01,Eastport,3302,Idaho,Truck Containers Empty,1212,US-Canada Border
2024-09-01,Porthill,3308,Idaho,Truck Containers Empty,128,US-Canada Border
2024-09-01,Calais,0115,Maine,Truck Containers Loaded,6038,US-Canada Border
2024-09-01,Highgate Springs,0212,Vermont,Truck Containers Loaded,12165,US-Canada Border
2024-09-01,Beecher Falls,0206,Vermont,Truck Containers Loaded,333,US-Canada Border
2024-09-01,Roosville,3318,Montana,Truck Containers Empty,447,US-Canada Border
2024-09-01,Progreso,2309,Texas,Trucks,7228,US-Mexico Border
2024-09-01,Morgan,3319,Montana,Trucks,97,US-Canada Border
2024-09-01,Sarles,3409,North Dakota,Truck Containers Loaded,32,US-Canada Border
2024-09-01,Champlain Rouses Point,0712,New York,Trucks,24056,US-Canada Border
2024-09-01,Baudette,3424,Minnesota,Truck Containers Empty,289,US-Canada Border
2024-09-01,Buffalo Niagara Falls,0901,New York,Trucks,77094,US-Canada Border
2024-09-01,Opheim,3317,Montana,Truck Containers Empty,13,US-Canada Border
2024-09-01,Eastport,0103,Maine,Truck Containers Loaded,99,US-Canada Border
2024-09-01,Otay Mesa,2506,California,Truck Containers Loaded,120679,US-Mexico Border
2024-09-01,Noonan,3420,North Dakota,Truck Containers Empty,138,US-Canada Border
2024-09-01,Rio Grande City,2307,Texas,Truck Containers Empty,457,US-Mexico Border
2024-09-01,Ogdensburg,0701,New York,Truck Containers Loaded,5024,US-Canada Border
2024-09-01,Whitlash,3321,Montana,Truck Containers Empty,1,US-Canada Border
2024-09-01,Trout River,0715,New York,Truck Containers Loaded,850,US-Canada Border
2024-09-01,Hansboro,3415,North Dakota,Trucks,56,US-Canada Border
2024-09-01,Walhalla,3407,North Dakota,Trucks,529,US-Canada Border
2024-09-01,Richford,0203,Vermont,Truck Containers Loaded,117,US-Canada Border
2024-09-01,Scobey,3309,Montana,Trucks,106,US-Canada Border
2024-09-01,Danville,3012,Washington,Truck Containers Empty,6,US-Canada Border
2024-09-01,Houlton,0106,Maine,Trucks,7338,US-Canada Border
2024-09-01,Vanceboro,0105,Maine,Trucks,84,US-Canada Border
2024-09-01,Del Rio,2302,Texas,Truck Containers Loaded,8059,US-Mexico Border
2024-09-01,Massena,0704,New York,Trucks,1965,US-Canada Border
2024-09-01,Sault Sainte Marie,3803,Michigan,Trucks,2764,US-Canada Border
2024-09-01,Bridgewater,0127,Maine,Trucks,264,US-Canada Border
2024-09-01,Sarles,3409,North Dakota,Truck Containers Empty,23,US-Canada Border
2024-09-01,Laurier,3016,Washington,Trucks,520,US-Canada Border
2024-09-01,Calais,0115,Maine,Truck Containers Empty,1507,US-Canada Border
2024-09-01,Fort Fairfield,0107,Maine,Truck Containers Empty,704,US-Canada Border
