year_month,port_name,state,border,measure,value
2025-02,Kenneth G Ward,Washington,US-Canada Border,Truck Containers Empty,2246
2025-02,Kenneth G Ward,Washington,US-Canada Border,Truck Containers Loaded,513
2025-02,Kenneth G Ward,Washington,US-Canada Border,Trucks,2597
2025-02,Lancaster,Minnesota,US-Canada Border,Truck Containers Empty,299
2025-02,Lancaster,Minnesota,US-Canada Border,Truck Containers Loaded,7
2025-02,Lancaster,Minnesota,US-Canada Border,Trucks,302
2025-02,Laredo,Texas,US-Mexico Border,Truck Containers Empty,54411
2025-02,Laredo,Texas,US-Mexico Border,Truck Containers Loaded,395997
2025-02,Laredo,Texas,US-Mexico Border,Trucks,232374
2025-02,Laurier,Washington,US-Canada Border,Truck Containers Empty,349
2025-02,Laurier,Washington,US-Canada Border,Truck Containers Loaded,170
2025-02,Laurier,Washington,US-Canada Border,Trucks,441
2025-02,Limestone,Maine,US-Canada Border,Truck Containers Empty,48
2025-02,Limestone,Maine,US-Canada Border,Trucks,48
2025-02,Lukeville,Arizona,US-Mexico Border,Truck Containers Loaded,62
2025-02,Lukeville,Arizona,US-Mexico Border,Trucks,48
2025-02,Madawaska,Maine,US-Canada Border,Truck Containers Empty,876
2025-02,Madawaska,Maine,US-Canada Border,Truck Containers Loaded,496
2025-02,Madawaska,Maine,US-Canada Border,Trucks,1126
2025-02,Maida,North Dakota,US-Canada Border,Truck Containers Empty,100
2025-02,Maida,North Dakota,US-Canada Border,Trucks,100
2025-02,Massena,New York,US-Canada Border,Truck Containers Empty,338
2025-02,Massena,New York,US-Canada Border,Truck Containers Loaded,1922
2025-02,Massena,New York,US-Canada Border,Trucks,1333
2025-02,Metaline Falls,Washington,US-Canada Border,Truck Containers Empty,462
2025-02,Metaline Falls,Washington,US-Canada Border,Truck Containers Loaded,57
2025-02,Metaline Falls,Washington,US-Canada Border,Trucks,492
2025-02,Morgan,Montana,US-Canada Border,Truck Containers Empty,11
2025-02,Morgan,Montana,US-Canada Border,Truck Containers Loaded,9
2025-02,Morgan,Montana,US-Canada Border,Trucks,16
2025-02,Naco,Arizona,US-Mexico Border,Truck Containers Empty,118
2025-02,Naco,Arizona,US-Mexico Border,Truck Containers Loaded,252
2025-02,Naco,Arizona,US-Mexico Border,Trucks,269
2025-02,Neche,North Dakota,US-Canada Border,Truck Containers Empty,192
2025-02,Neche,North Dakota,US-Canada Border,Truck Containers Loaded,528
2025-02,Neche,North Dakota,US-Canada Border,Trucks,476
2025-02,Nogales,Arizona,US-Mexico Border,Truck Containers Empty,8977
2025-02,Nogales,Arizona,US-Mexico Border,Truck Containers Loaded,56259
2025-02,Nogales,Arizona,US-Mexico Border,Trucks,37648
2025-02,Noonan,North Dakota,US-Canada Border,Truck Containers Empty,141
2025-02,Noonan,North Dakota,US-Canada Border,Trucks,141
2025-02,Northgate,North Dakota,US-Canada Border,Truck Containers Empty,133
2025-02,Northgate,North Dakota,US-Canada Border,Truck Containers Loaded,106
2025-02,Northgate,North Dakota,US-Canada Border,Trucks,191
2025-02,Norton,Vermont,US-Canada Border,Truck Containers Empty,149
2025-02,Norton,Vermont,US-Canada Border,Truck Containers Loaded,611
2025-02,Norton,Vermont,US-Canada Border,Trucks,463
2025-02,Ogdensburg,New York,US-Canada Border,Truck Containers Empty,335
2025-02,Ogdensburg,New York,US-Canada Border,Truck Containers Loaded,4638
2025-02,Ogdensburg,New York,US-Canada Border,Trucks,2727
2025-02,Opheim,Montana,US-Canada Border,Truck Containers Empty,9
2025-02,Opheim,Montana,US-Canada Border,Trucks,9
2025-02,Oroville,Washington,US-Canada Border,Truck Containers Empty,691
2025-02,Oroville,Washington,US-Canada Border,Truck Containers Loaded,2235
2025-02,Oroville,Washington,US-Canada Border,Trucks,1872
2025-02,Otay Mesa,California,US-Mexico Border,Truck Containers Empty,20162
2025-02,Otay Mesa,California,US-Mexico Border,Truck Containers Loaded,107384
2025-02,Otay Mesa,California,US-Mexico Border,Trucks,75888
2025-02,Pembina,North Dakota,US-Canada Border,Truck Containers Empty,2886
2025-02,Pembina,North Dakota,US-Canada Border,Truck Containers Loaded,31687
2025-02,Pembina,North Dakota,US-Canada Border,Trucks,20196
2025-02,Piegan,Montana,US-Canada Border,Truck Containers Empty,16
2025-02,Piegan,Montana,US-Canada Border,Truck Containers Loaded,169
2025-02,Piegan,Montana,US-Canada Border,Trucks,110
2025-02,Pinecreek,Minnesota,US-Canada Border,Truck Containers Loaded,3
2025-02,Pinecreek,Minnesota,US-Canada Border,Trucks,3
2025-02,Point Roberts,Washington,US-Canada Border,Truck Containers Empty,478
2025-02,Point Roberts,Washington,US-Canada Border,Truck Containers Loaded,125
2025-02,Point Roberts,Washington,US-Canada Border,Trucks,595
2025-02,Port Angeles,Washington,US-Canada Border,Truck Containers Empty,1
2025-02,Port Angeles,Washington,US-Canada Border,Truck Containers Loaded,17
2025-02,Port Angeles,Washington,US-Canada Border,Trucks,9
2025-02,Port Huron,Michigan,US-Canada Border,Truck Containers Empty,10240
2025-02,Port Huron,Michigan,US-Canada Border,Truck Containers Loaded,132267
2025-02,Port Huron,Michigan,US-Canada Border,Trucks,83311
2025-02,Portal,North Dakota,US-Canada Border,Truck Containers Empty,1657
2025-02,Portal,North Dakota,US-Canada Border,Truck Containers Loaded,10935
2025-02,Portal,North Dakota,US-Canada Border,Trucks,7555
2025-02,Porthill,Idaho,US-Canada Border,Truck Containers Empty,88
2025-02,Porthill,Idaho,US-Canada Border,Truck Containers Loaded,19
2025-02,Porthill,Idaho,US-Canada Border,Trucks,102
2025-02,Presidio,Texas,US-Mexico Border,Truck Containers Empty,288
2025-02,Presidio,Texas,US-Mexico Border,Truck Containers Loaded,951
2025-02,Presidio,Texas,US-Mexico Border,Trucks,747
2025-02,Progreso,Texas,US-Mexico Border,Truck Containers Empty,1090
2025-02,Progreso,Texas,US-Mexico Border,Truck Containers Loaded,4485
2025-02,Progreso,Texas,US-Mexico Border,Trucks,3341
2025-02,Raymond,Montana,US-Canada Border,Truck Containers Empty,170
2025-02,Raymond,Montana,US-Canada Border,Truck Containers Loaded,1924
2025-02,Raymond,Montana,US-Canada Border,Trucks,1211
2025-02,Richford,Vermont,US-Canada Border,Truck Containers Empty,191
2025-02,Richford,Vermont,US-Canada Border,Truck Containers Loaded,93
2025-02,Richford,Vermont,US-Canada Border,Trucks,244
2025-02,Rio Grande City,Texas,US-Mexico Border,Truck Containers Empty,381
2025-02,Rio Grande City,Texas,US-Mexico Border,Truck Containers Loaded,5537
2025-02,Rio Grande City,Texas,US-Mexico Border,Trucks,3124
2025-02,Roma,Texas,US-Mexico Border,Truck Containers Empty,762
2025-02,Roma,Texas,US-Mexico Border,Truck Containers Loaded,7635
2025-02,Roma,Texas,US-Mexico Border,Trucks,4257
2025-02,Roosville,Montana,US-Canada Border,Truck Containers Empty,153
2025-02,Roosville,Montana,US-Canada Border,Truck Containers Loaded,1076
2025-02,Roosville,Montana,US-Canada Border,Trucks,717
2025-02,Roseau,Minnesota,US-Canada Border,Truck Containers Empty,132
2025-02,Roseau,Minnesota,US-Canada Border,Truck Containers Loaded,239
2025-02,Roseau,Minnesota,US-Canada Border,Trucks,256
2025-02,San Luis,Arizona,US-Mexico Border,Truck Containers Empty,909
2025-02,San Luis,Arizona,US-Mexico Border,Truck Containers Loaded,6201
2025-02,San Luis,Arizona,US-Mexico Border,Trucks,4056
2025-02,Santa Teresa,New Mexico,US-Mexico Border,Truck Containers Empty,4619
2025-02,Santa Teresa,New Mexico,US-Mexico Border,Truck Containers Loaded,14781
2025-02,Santa Teresa,New Mexico,US-Mexico Border,Trucks,12213
2025-02,Sarles,North Dakota,US-Canada Border,Truck Containers Empty,11
2025-02,Sarles,North Dakota,US-Canada Border,Truck Containers Loaded,332
2025-02,Sarles,North Dakota,US-Canada Border,Trucks,190
2025-02,Sault Sainte Marie,Michigan,US-Canada Border,Truck Containers Empty,426
2025-02,Sault Sainte Marie,Michigan,US-Canada Border,Truck Containers Loaded,3722
2025-02,Sault Sainte Marie,Michigan,US-Canada Border,Trucks,2466
2025-02,Scobey,Montana,US-Canada Border,Truck Containers Empty,29
2025-02,Scobey,Montana,US-Canada Border,Truck Containers Loaded,2
2025-02,Scobey,Montana,US-Canada Border,Trucks,30
2025-02,Sherwood,North Dakota,US-Canada Border,Truck Containers Empty,146
2025-02,Sherwood,North Dakota,US-Canada Border,Truck Containers Loaded,113
2025-02,Sherwood,North Dakota,US-Canada Border,Trucks,206
2025-02,Skagway,Alaska,US-Canada Border,Truck Containers Empty,125
2025-02,Skagway,Alaska,US-Canada Border,Truck Containers Loaded,55
2025-02,Skagway,Alaska,US-Canada Border,Trucks,156
2025-02,St John,North Dakota,US-Canada Border,Truck Containers Empty,35
2025-02,St John,North Dakota,US-Canada Border,Trucks,35
2025-02,Sumas,Washington,US-Canada Border,Truck Containers Empty,3339
2025-02,Sumas,Washington,US-Canada Border,Truck Containers Loaded,13121
2025-02,Sumas,Washington,US-Canada Border,Trucks,10840
2025-02,Sweetgrass,Montana,US-Canada Border,Truck Containers Empty,2231
2025-02,Sweetgrass,Montana,US-Canada Border,Truck Containers Loaded,18233
2025-02,Sweetgrass,Montana,US-Canada Border,Trucks,12526
2025-02,Tecate,California,US-Mexico Border,Truck Containers Empty,1354
2025-02,Tecate,California,US-Mexico Border,Truck Containers Loaded,4713
2025-02,Tecate,California,US-Mexico Border,Trucks,4071
2025-02,Tornillo,Texas,US-Mexico Border,Truck Containers Empty,816
2025-02,Tornillo,Texas,US-Mexico Border,Truck Containers Loaded,3406
2025-02,Tornillo,Texas,US-Mexico Border,Trucks,2625
2025-02,Trout River,New York,US-Canada Border,Truck Containers Empty,344
2025-02,Trout River,New York,US-Canada Border,Truck Containers Loaded,763
2025-02,Trout River,New York,US-Canada Border,Trucks,750
2025-02,Turner,Montana,US-Canada Border,Truck Containers Empty,16
2025-02,Turner,Montana,US-Canada Border,Truck Containers Loaded,11
2025-02,Turner,Montana,US-Canada Border,Trucks,23
2025-02,Van Buren,Maine,US-Canada Border,Truck Containers Empty,578
2025-02,Van Buren,Maine,US-Canada Border,Truck Containers Loaded,1371
2025-02,Van Buren,Maine,US-Canada Border,Trucks,1270
2025-02,Vanceboro,Maine,US-Canada Border,Truck Containers Empty,10
2025-02,Vanceboro,Maine,US-Canada Border,Truck Containers Loaded,7
2025-02,Vanceboro,Maine,US-Canada Border,Trucks,17
2025-02,Walhalla,North Dakota,US-Canada Border,Truck Containers Empty,156
2025-02,Walhalla,North Dakota,US-Canada Border,Truck Containers Loaded,250
2025-02,Walhalla,North Dakota,US-Canada Border,Trucks,295
2025-02,Warroad,Minnesota,US-Canada Border,Truck Containers Empty,461
2025-02,Warroad,Minnesota,US-Canada Border,Truck Containers Loaded,345
2025-02,Warroad,Minnesota,US-Canada Border,Trucks,655
2025-02,Westhope,North Dakota,US-Canada Border,Truck Containers Empty,12
2025-02,Westhope,North Dakota,US-Canada Border,Truck Containers Loaded,150
2025-02,Westhope,North Dakota,US-Canada Border,Trucks,89
2025-02,Wildhorse,Montana,US-Canada Border,Truck Containers Empty,5
2025-02,Wildhorse,Montana,US-Canada Border,Truck Containers Loaded,44
2025-02,Wildhorse,Montana,US-Canada Border,Trucks,29
2025-02,Ysleta,Texas,US-Mexico Border,Truck Containers Empty,17856
2025-02,Ysleta,Texas,US-Mexico Border,Truck Containers Loaded,61011
2025-02,Ysleta,Texas,US-Mexico Border,Trucks,49937
2025-03,Alcan,Alaska,US-Canada Border,Truck Containers Empty,464
2025-03,Alcan,Alaska,US-Canada Border,Truck Containers Loaded,473
2025-03,Alcan,Alaska,US-Canada Border,Trucks,723
2025-03,Alexandria Bay,New York,US-Canada Border,Truck Containers Empty,1966
2025-03,Alexandria Bay,New York,US-Canada Border,Truck Containers Loaded,27401
2025-03,Alexandria Bay,New York,US-Canada Border,Trucks,16697
2025-03,Antler,North Dakota,US-Canada Border,Truck Containers Empty,89
2025-03,Antler,North Dakota,US-Canada Border,Trucks,89
2025-03,Baudette,Minnesota,US-Canada Border,Truck Containers Empty,355
2025-03,Baudette,Minnesota,US-Canada Border,Truck Containers Loaded,168
2025-03,Baudette,Minnesota,US-Canada Border,Trucks,446
2025-03,Beecher Falls,Vermont,US-Canada Border,Truck Containers Empty,573
2025-03,Beecher Falls,Vermont,US-Canada Border,Truck Containers Loaded,414
2025-03,Beecher Falls,Vermont,US-Canada Border,Trucks,791
2025-03,Blaine,Washington,US-Canada Border,Truck Containers Empty,10609
2025-03,Blaine,Washington,US-Canada Border,Truck Containers Loaded,34699
2025-03,Blaine,Washington,US-Canada Border,Trucks,30369
2025-03,Boundary,Washington,US-Canada Border,Truck Containers Empty,2
2025-03,Boundary,Washington,US-Canada Border,Truck Containers Loaded,33
2025-03,Boundary,Washington,US-Canada Border,Trucks,29
2025-03,Bridgewater,Maine,US-Canada Border,Truck Containers Empty,233
2025-03,Bridgewater,Maine,US-Canada Border,Truck Containers Loaded,97
2025-03,Bridgewater,Maine,US-Canada Border,Trucks,294
2025-03,Brownsville,Texas,US-Mexico Border,Truck Containers Empty,15256
2025-03,Brownsville,Texas,US-Mexico Border,Truck Containers Loaded,18630
2025-03,Brownsville,Texas,US-Mexico Border,Trucks,25168
2025-03,Buffalo Niagara Falls,New York,US-Canada Border,Truck Containers Empty,17267
2025-03,Buffalo Niagara Falls,New York,US-Canada Border,Truck Containers Loaded,112902
2025-03,Buffalo Niagara Falls,New York,US-Canada Border,Trucks,79922
2025-03,Calais,Maine,US-Canada Border,Truck Containers Empty,1166
2025-03,Calais,Maine,US-Canada Border,Truck Containers Loaded,5964
2025-03,Calais,Maine,US-Canada Border,Trucks,4289
2025-03,Calexico East,California,US-Mexico Border,Truck Containers Empty,18101
2025-03,Calexico East,California,US-Mexico Border,Truck Containers Loaded,49433
2025-03,Calexico East,California,US-Mexico Border,Trucks,41233
2025-03,Carbury,North Dakota,US-Canada Border,Truck Containers Empty,13
2025-03,Carbury,North Dakota,US-Canada Border,Truck Containers Loaded,11
2025-03,Carbury,North Dakota,US-Canada Border,Trucks,19
2025-03,Champlain Rouses Point,New York,US-Canada Border,Truck Containers Empty,3118
2025-03,Champlain Rouses Point,New York,US-Canada Border,Truck Containers Loaded,39376
2025-03,Champlain Rouses Point,New York,US-Canada Border,Trucks,24831
2025-03,Columbus,New Mexico,US-Mexico Border,Truck Containers Empty,293
2025-03,Columbus,New Mexico,US-Mexico Border,Truck Containers Loaded,717
2025-03,Columbus,New Mexico,US-Mexico Border,Trucks,663
2025-03,Dalton Cache,Alaska,US-Canada Border,Truck Containers Empty,61
2025-03,Dalton Cache,Alaska,US-Canada Border,Truck Containers Loaded,30
2025-03,Dalton Cache,Alaska,US-Canada Border,Trucks,77
2025-03,Danville,Washington,US-Canada Border,Truck Containers Empty,1
2025-03,Danville,Washington,US-Canada Border,Truck Containers Loaded,10
2025-03,Danville,Washington,US-Canada Border,Trucks,7
2025-03,Del Bonita,Montana,US-Canada Border,Truck Containers Empty,12
2025-03,Del Bonita,Montana,US-Canada Border,Truck Containers Loaded,21
2025-03,Del Bonita,Montana,US-Canada Border,Trucks,33
2025-03,Del Rio,Texas,US-Mexico Border,Truck Containers Empty,2369
2025-03,Del Rio,Texas,US-Mexico Border,Truck Containers Loaded,8786
2025-03,Del Rio,Texas,US-Mexico Border,Trucks,6767
2025-03,Derby Line,Vermont,US-Canada Border,Truck Containers Empty,1105
2025-03,Derby Line,Vermont,US-Canada Border,Truck Containers Loaded,10959
2025-03,Derby Line,Vermont,US-Canada Border,Trucks,6917
2025-03,Detroit,Michigan,US-Canada Border,Truck Containers Empty,26258
2025-03,Detroit,Michigan,US-Canada Border,Truck Containers Loaded,149175
2025-03,Detroit,Michigan,US-Canada Border,Trucks,108243
2025-03,Douglas,Arizona,US-Mexico Border,Truck Containers Empty,855
2025-03,Douglas,Arizona,US-Mexico Border,Truck Containers Loaded,2346
2025-03,Douglas,Arizona,US-Mexico Border,Trucks,2210
2025-03,Dunseith,North Dakota,US-Canada Border,Truck Containers Empty,496
2025-03,Dunseith,North Dakota,US-Canada Border,Truck Containers Loaded,3646
2025-03,Dunseith,North Dakota,US-Canada Border,Trucks,2412
2025-03,Eagle Pass,Texas,US-Mexico Border,Truck Containers Empty,19236
2025-03,Eagle Pass,Texas,US-Mexico Border,Truck Containers Loaded,24800
2025-03,Eagle Pass,Texas,US-Mexico Border,Trucks,30351
2025-03,Eastport,Idaho,US-Canada Border,Truck Containers Empty,995
2025-03,Eastport,Idaho,US-Canada Border,Truck Containers Loaded,7222
2025-03,Eastport,Idaho,US-Canada Border,Trucks,5137
2025-03,Eastport,Maine,US-Canada Border,Truck Containers Empty,64
2025-03,Eastport,Maine,US-Canada Border,Truck Containers Loaded,125
2025-03,Eastport,Maine,US-Canada Border,Trucks,180
2025-03,El Paso,Texas,US-Mexico Border,Truck Containers Empty,8882
2025-03,El Paso,Texas,US-Mexico Border,Truck Containers Loaded,7143
2025-03,El Paso,Texas,US-Mexico Border,Trucks,12879
2025-03,Fort Fairfield,Maine,US-Canada Border,Truck Containers Empty,361
2025-03,Fort Fairfield,Maine,US-Canada Border,Truck Containers Loaded,112
2025-03,Fort Fairfield,Maine,US-Canada Border,Trucks,423
2025-03,Fort Kent,Maine,US-Canada Border,Truck Containers Empty,298
2025-03,Fort Kent,Maine,US-Canada Border,Truck Containers Loaded,27
2025-03,Fort Kent,Maine,US-Canada Border,Trucks,312
2025-03,Fortuna,North Dakota,US-Canada Border,Truck Containers Empty,81
2025-03,Fortuna,North Dakota,US-Canada Border,Truck Containers Loaded,44
2025-03,Fortuna,North Dakota,US-Canada Border,Trucks,103
2025-03,Frontier,Washington,US-Canada Border,Truck Containers Empty,1343
2025-03,Frontier,Washington,US-Canada Border,Truck Containers Loaded,1514
2025-03,Frontier,Washington,US-Canada Border,Trucks,2151
2025-03,Grand Portage,Minnesota,US-Canada Border,Truck Containers Empty,370
2025-03,Grand Portage,Minnesota,US-Canada Border,Truck Containers Loaded,1414
2025-03,Grand Portage,Minnesota,US-Canada Border,Trucks,1106
2025-03,Hannah,North Dakota,US-Canada Border,Truck Containers Empty,13
2025-03,Hannah,North Dakota,US-Canada Border,Trucks,13
2025-03,Hansboro,North Dakota,US-Canada Border,Truck Containers Empty,15
2025-03,Hansboro,North Dakota,US-Canada Border,Truck Containers Loaded,1
2025-03,Hansboro,North Dakota,US-Canada Border,Trucks,16
2025-03,Hidalgo,Texas,US-Mexico Border,Truck Containers Empty,17063
2025-03,Hidalgo,Texas,US-Mexico Border,Truck Containers Loaded,95326
2025-03,Hidalgo,Texas,US-Mexico Border,Trucks,62394
2025-03,Highgate Springs,Vermont,US-Canada Border,Truck Containers Empty,1586
2025-03,Highgate Springs,Vermont,US-Canada Border,Truck Containers Loaded,12106
2025-03,Highgate Springs,Vermont,US-Canada Border,Trucks,8185
2025-03,Houlton,Maine,US-Canada Border,Truck Containers Empty,1068
2025-03,Houlton,Maine,US-Canada Border,Truck Containers Loaded,12352
2025-03,Houlton,Maine,US-Canada Border,Trucks,7583
2025-03,International Falls,Minnesota,US-Canada Border,Truck Containers Empty,408
2025-03,International Falls,Minnesota,US-Canada Border,Truck Containers Loaded,1851
2025-03,International Falls,Minnesota,US-Canada Border,Trucks,1357
