date,port_name,port_code,state,measure,value,border
2025-12-01,Tornillo,2404,Texas,Trucks,2991,US-Mexico Border
2025-12-01,Hansboro,3415,North Dakota,Truck Containers Empty,7,US-Canada Border
2025-12-01,Ogdensburg,0701,New York,Truck Containers Empty,330,US-Canada Border
2025-12-01,St John,3405,North Dakota,Trucks,6,US-Canada Border
2025-12-01,Calais,0115,Maine,Trucks,3418,US-Canada Border
2025-12-01,Sarles,3409,North Dakota,Trucks,112,US-Canada Border
2025-12-01,Pinecreek,3425,Minnesota,Trucks,13,US-Canada Border
2025-12-01,Port Huron,3802,Michigan,Truck Containers Loaded,124975,US-Canada Border
2025-12-01,Dalton Cache,3106,Alaska,Truck Containers Empty,20,US-Canada Border
2025-12-01,Eastport,0103,Maine,Trucks,176,US-Canada Border
2025-12-01,Warroad,3423,Minnesota,Trucks,400,US-Canada Border
2025-12-01,Pembina,3401,North Dakota,Truck Containers Empty,2246,US-Canada Border
2025-12-01,Sweetgrass,3310,Montana,Truck Containers Loaded,16623,US-Canada Border
2025-12-01,Eagle Pass,2303,Texas,Trucks,32639,US-Mexico Border
2025-12-01,Oroville,3019,Washington,Truck Containers Loaded,2056,US-Canada Border
2025-12-01,Turner,3306,Montana,Truck Containers Loaded,7,US-Canada Border
2025-12-01,El Paso,2402,Texas,Truck Containers Empty,6495,US-Mexico Border
2025-12-01,Columbus,2406,New Mexico,Truck Containers Loaded,2355,US-Mexico Border
2025-12-01,Houlton,0106,Maine,Truck Containers Empty,488,US-Canada Border
2025-12-01,Alcan,3104,Alaska,Truck Containers Loaded,549,US-Canada Border
2025-12-01,Fort Kent,0110,Maine,Truck Containers Empty,87,US-Canada Border
2025-12-01,Beecher Falls,0206,Vermont,Truck Containers Empty,292,US-Canada Border
2025-12-01,Otay Mesa,2506,California,Truck Containers Loaded,114042,US-Mexico Border
2025-12-01,Piegan,3316,Montana,Trucks,167,US-Canada Border
2025-12-01,Tecate,2505,California,Trucks,4879,US-Mexico Border
2025-12-01,Noonan,3420,North Dakota,Truck Containers Loaded,1,US-Canada Border
2025-12-01,Roseau,3426,Minnesota,Truck Containers Loaded,122,US-Canada Border
2025-12-01,Tornillo,2404,Texas,Truck Containers Loaded,4367,US-Mexico Border
2025-12-01,Progreso,2309,Texas,Truck Containers Empty,4102,US-Mexico Border
2025-12-01,Frontier,3020,Washington,Truck Containers Empty,1483,US-Canada Border
2025-12-01,St John,3405,North Dakota,Truck Containers Empty,6,US-Canada Border
2025-12-01,Calexico East,2507,California,Truck Containers Loaded,37058,US-Mexico Border
2025-12-01,Laredo,2304,Texas,Truck Containers Empty,52482,US-Mexico Border
2025-12-01,Danville,3012,Washington,Truck Containers Empty,2,US-Canada Border
2025-12-01,Blaine,3004,Washington,Truck Containers Loaded,33148,US-Canada Border
2025-12-01,Porthill,3308,Idaho,Trucks,239,US-Canada Border
2025-12-01,Vanceboro,0105,Maine,Truck Containers Empty,13,US-Canada Border
2025-12-01,Raymond,3301,Montana,Truck Containers Loaded,1658,US-Canada Border
2025-12-01,Roma,2310,Texas,Trucks,4224,US-Mexico Border
2025-12-01,Trout River,0715,New York,Trucks,775,US-Canada Border
2025-12-01,Bridgewater,0127,Maine,Truck Containers Empty,104,US-Canada Border
2025-12-01,Sherwood,3414,North Dakota,Trucks,256,US-Canada Border
2025-12-01,Van Buren,0108,Maine,Trucks,1015,US-Canada Border
2025-12-01,Hidalgo,2305,Texas,Truck Containers Empty,21286,US-Mexico Border
2025-12-01,Del Bonita,3322,Montana,Truck Containers Empty,13,US-Canada Border
2025-12-01,Kenneth G Ward,3023,Washington,Truck Containers Loaded,332,US-Canada Border
2025-12-01,Wildhorse,3323,Montana,Trucks,11,US-Canada Border
2025-12-01,Grand Portage,3613,Minnesota,Truck Containers Empty,253,US-Canada Border
2025-12-01,International Falls,3604,Minnesota,Truck Containers Loaded,1801,US-Canada Border
2025-12-01,Tecate,2505,California,Truck Containers Empty,2385,US-Mexico Border
2025-12-01,Douglas,2601,Arizona,Trucks,2043,US-Mexico Border
2025-12-01,Lancaster,3430,Minnesota,Truck Containers Empty,128,US-Canada Border
2025-12-01,Roosville,3318,Montana,Trucks,713,US-Canada Border
2025-12-01,Madawaska,0109,Maine,Truck Containers Empty,794,US-Canada Border
2025-12-01,Walhalla,3407,North Dakota,Truck Containers Empty,176,US-Canada Border
2025-12-01,Point Roberts,3017,Washington,Trucks,493,US-Canada Border
2025-12-01,Oroville,3019,Washington,Trucks,1721,US-Canada Border
2025-12-01,Champlain Rouses Point,0712,New York,Truck Containers Loaded,31731,US-Canada Border
2025-12-01,Limestone,0118,Maine,Trucks,55,US-Canada Border
2025-12-01,Skagway,3103,Alaska,Truck Containers Empty,123,US-Canada Border
2025-12-01,Presidio,2403,Texas,Trucks,856,US-Mexico Border
2025-12-01,Van Buren,0108,Maine,Truck Containers Empty,244,US-Canada Border
2025-12-01,Alexandria Bay,0708,New York,Trucks,12000,US-Canada Border
2025-12-01,Detroit,3801,Michigan,Truck Containers Loaded,130421,US-Canada Border
2025-12-01,Norton,0211,Vermont,Trucks,326,US-Canada Border
2025-12-01,Rio Grande City,2307,Texas,Truck Containers Loaded,3067,US-Mexico Border
2025-12-01,Danville,3012,Washington,Trucks,11,US-Canada Border
2025-12-01,Morgan,3319,Montana,Trucks,15,US-Canada Border
2025-12-01,Scobey,3309,Montana,Truck Containers Loaded,24,US-Canada Border
2025-12-01,Highgate Springs,0212,Vermont,Truck Containers Loaded,11655,US-Canada Border
2025-12-01,Ogdensburg,0701,New York,Trucks,2044,US-Canada Border
2025-12-01,Morgan,3319,Montana,Truck Containers Loaded,15,US-Canada Border
2025-12-01,Sumas,3009,Washington,Truck Containers Loaded,7938,US-Canada Border
2025-12-01,Carbury,3421,North Dakota,Truck Containers Empty,7,US-Canada Border
2025-12-01,Fort Kent,0110,Maine,Trucks,147,US-Canada Border
2025-12-01,Grand Portage,3613,Minnesota,Trucks,727,US-Canada Border
2025-12-01,Brownsville,2301,Texas,Truck Containers Loaded,13525,US-Mexico Border
2025-12-01,Eastport,3302,Idaho,Truck Containers Loaded,4263,US-Canada Border
2025-12-01,Highgate Springs,0212,Vermont,Truck Containers Empty,923,US-Canada Border
2025-12-01,Fort Fairfield,0107,Maine,Truck Containers Empty,54,US-Canada Border
2025-12-01,Ogdensburg,0701,New York,Truck Containers Loaded,3280,US-Canada Border
2025-12-01,Fortuna,3417,North Dakota,Trucks,274,US-Canada Border
2025-12-01,Carbury,3421,North Dakota,Truck Containers Loaded,202,US-Canada Border
2025-12-01,Portal,3403,North Dakota,Truck Containers Empty,1272,US-Canada Border
2025-12-01,Sumas,3009,Washington,Trucks,6578,US-Canada Border
2025-12-01,Buffalo Niagara Falls,0901,New York,Truck Containers Empty,13109,US-Canada Border
2025-12-01,Lukeville,2602,Arizona,Trucks,69,US-Mexico Border
2025-12-01,Port Huron,3802,Michigan,Truck Containers Empty,5828,US-Canada Border
2025-12-01,Vanceboro,0105,Maine,Trucks,15,US-Canada Border
2025-12-01,Ysleta,2401,Texas,Truck Containers Loaded,59282,US-Mexico Border
2025-12-01,Baudette,3424,Minnesota,Truck Containers Empty,248,US-Canada Border
2025-12-01,San Luis,2608,Arizona,Trucks,5209,US-Mexico Border
2025-12-01,Metaline Falls,3025,Washington,Trucks,459,US-Canada Border
2025-12-01,Neche,3404,North Dakota,Truck Containers Loaded,669,US-Canada Border
2025-12-01,Sault Sainte Marie,3803,Michigan,Trucks,2011,US-Canada Border
2025-12-01,Hansboro,3415,North Dakota,Truck Containers Loaded,49,US-Canada Border
2025-12-01,Antler,3413,North Dakota,Truck Containers Empty,64,US-Canada Border
2025-12-01,Derby Line,0209,Vermont,Trucks,5831,US-Canada Border
2025-12-01,Westhope,3419,North Dakota,Truck Containers Empty,14,US-Canada Border
2025-12-01,Richford,0203,Vermont,Trucks,242,US-Canada Border
2025-12-01,Pembina,3401,North Dakota,Truck Containers Loaded,27877,US-Canada Border
2025-12-01,Eagle Pass,2303,Texas,Truck Containers Loaded,20660,US-Mexico Border
2025-12-01,Bridgewater,0127,Maine,Trucks,221,US-Canada Border
2025-12-01,Northgate,3406,North Dakota,Truck Containers Empty,158,US-Canada Border
2025-12-01,Calais,0115,Maine,Truck Containers Loaded,5221,US-Canada Border
2025-12-01,Roosville,3318,Montana,Truck Containers Empty,17,US-Canada Border
2025-12-01,Oroville,3019,Washington,Truck Containers Empty,637,US-Canada Border
2025-12-01,Pinecreek,3425,Minnesota,Truck Containers Loaded,13,US-Canada Border
2025-12-01,El Paso,2402,Texas,Truck Containers Loaded,11850,US-Mexico Border
2025-12-01,Port Angeles,3007,Washington,Trucks,23,US-Canada Border
2025-12-01,Roma,2310,Texas,Truck Containers Empty,1137,US-Mexico Border
2025-12-01,Del Rio,2302,Texas,Truck Containers Empty,2373,US-Mexico Border
2025-12-01,Sarles,3409,North Dakota,Truck Containers Loaded,198,US-Canada Border
2025-12-01,Warroad,3423,Minnesota,Truck Containers Loaded,581,US-Canada Border
2025-12-01,Naco,2603,Arizona,Trucks,212,US-Mexico Border
2025-12-01,Alexandria Bay,0708,New York,Truck Containers Empty,1552,US-Canada Border
2025-12-01,Dalton Cache,3106,Alaska,Truck Containers Loaded,29,US-Canada Border
2025-12-01,Nogales,2604,Arizona,Truck Containers Empty,8833,US-Mexico Border
2025-12-01,Kenneth G Ward,3023,Washington,Trucks,2378,US-Canada Border
2025-12-01,Frontier,3020,Washington,Truck Containers Loaded,1114,US-Canada Border
2025-12-01,Piegan,3316,Montana,Truck Containers Empty,20,US-Canada Border
2025-12-01,El Paso,2402,Texas,Trucks,12845,US-Mexico Border
2025-12-01,Sweetgrass,3310,Montana,Trucks,11333,US-Canada Border
2025-12-01,Piegan,3316,Montana,Truck Containers Loaded,258,US-Canada Border
2025-12-01,Roseau,3426,Minnesota,Trucks,196,US-Canada Border
2025-12-01,Tornillo,2404,Texas,Truck Containers Empty,756,US-Mexico Border
2025-12-01,Eastport,0103,Maine,Truck Containers Loaded,104,US-Canada Border
2025-12-01,Calais,0115,Maine,Truck Containers Empty,693,US-Canada Border
2025-12-01,Wildhorse,3323,Montana,Truck Containers Loaded,22,US-Canada Border
2025-12-01,Madawaska,0109,Maine,Truck Containers Loaded,500,US-Canada Border
2025-12-01,Columbus,2406,New Mexico,Truck Containers Empty,92,US-Mexico Border
2025-12-01,Brownsville,2301,Texas,Truck Containers Empty,18503,US-Mexico Border
2025-12-01,Champlain Rouses Point,0712,New York,Trucks,19977,US-Canada Border
2025-12-01,Laredo,2304,Texas,Truck Containers Loaded,377203,US-Mexico Border
2025-12-01,Alcan,3104,Alaska,Truck Containers Empty,199,US-Canada Border
2025-12-01,Scobey,3309,Montana,Truck Containers Empty,10,US-Canada Border
2025-12-01,Eastport,3302,Idaho,Truck Containers Empty,709,US-Canada Border
2025-12-01,International Falls,3604,Minnesota,Trucks,1091,US-Canada Border
2025-12-01,Raymond,3301,Montana,Trucks,1014,US-Canada Border
2025-12-01,Tecate,2505,California,Truck Containers Loaded,4356,US-Mexico Border
2025-12-01,Walhalla,3407,North Dakota,Truck Containers Loaded,180,US-Canada Border
2025-12-01,Noonan,3420,North Dakota,Truck Containers Empty,49,US-Canada Border
2025-12-01,Portal,3403,North Dakota,Truck Containers Loaded,9295,US-Canada Border
2025-12-01,Grand Portage,3613,Minnesota,Truck Containers Loaded,881,US-Canada Border
2025-12-01,Ysleta,2401,Texas,Truck Containers Empty,18423,US-Mexico Border
2025-12-01,Bridgewater,0127,Maine,Truck Containers Loaded,203,US-Canada Border
2025-12-01,Douglas,2601,Arizona,Truck Containers Empty,840,US-Mexico Border
2025-12-01,Trout River,0715,New York,Truck Containers Loaded,954,US-Canada Border
2025-12-01,Norton,0211,Vermont,Truck Containers Empty,46,US-Canada Border
2025-12-01,Maida,3416,North Dakota,Truck Containers Empty,43,US-Canada Border
2025-12-01,Roosville,3318,Montana,Truck Containers Loaded,1340,US-Canada Border
2025-12-01,Detroit,3801,Michigan,Trucks,83681,US-Canada Border
2025-12-01,Turner,3306,Montana,Truck Containers Empty,4,US-Canada Border
2025-12-01,Naco,2603,Arizona,Truck Containers Loaded,135,US-Mexico Border
2025-12-01,Antler,3413,North Dakota,Trucks,64,US-Canada Border
2025-12-01,Skagway,3103,Alaska,Trucks,132,US-Canada Border
2025-12-01,Sault Sainte Marie,3803,Michigan,Truck Containers Loaded,2845,US-Canada Border
2025-12-01,Lukeville,2602,Arizona,Truck Containers Loaded,102,US-Mexico Border
2025-12-01,Lancaster,3430,Minnesota,Trucks,166,US-Canada Border
2025-12-01,Sault Sainte Marie,3803,Michigan,Truck Containers Empty,452,US-Canada Border
2025-12-01,Port Angeles,3007,Washington,Truck Containers Loaded,25,US-Canada Border
2025-12-01,Fort Fairfield,0107,Maine,Truck Containers Loaded,807,US-Canada Border
2025-12-01,Laurier,3016,Washington,Truck Containers Loaded,460,US-Canada Border
2025-12-01,Neche,3404,North Dakota,Trucks,524,US-Canada Border
2025-12-01,Porthill,3308,Idaho,Truck Containers Empty,95,US-Canada Border
2025-12-01,Westhope,3419,North Dakota,Truck Containers Loaded,169,US-Canada Border
2025-12-01,Hansboro,3415,North Dakota,Trucks,33,US-Canada Border
2025-12-01,Fortuna,3417,North Dakota,Truck Containers Loaded,423,US-Canada Border
2025-12-01,Sarles,3409,North Dakota,Truck Containers Empty,2,US-Canada Border
2025-12-01,Hannah,3408,North Dakota,Trucks,4,US-Canada Border
2025-12-01,San Luis,2608,Arizona,Truck Containers Loaded,7557,US-Mexico Border
2025-12-01,Alexandria Bay,0708,New York,Truck Containers Loaded,19251,US-Canada Border
2025-12-01,Massena,0704,New York,Trucks,1405,US-Canada Border
2025-12-01,Progreso,2309,Texas,Trucks,6039,US-Mexico Border
2025-12-01,Dalton Cache,3106,Alaska,Trucks,36,US-Canada Border
2025-12-01,Point Roberts,3017,Washington,Truck Containers Empty,295,US-Canada Border
2025-12-01,Otay Mesa,2506,California,Truck Containers Empty,18048,US-Mexico Border
2025-12-01,Ysleta,2401,Texas,Trucks,50232,US-Mexico Border
2025-12-01,Detroit,3801,Michigan,Truck Containers Empty,12649,US-Canada Border
2025-12-01,Dunseith,3422,North Dakota,Truck Containers Empty,202,US-Canada Border
2025-12-01,Houlton,0106,Maine,Trucks,5991,US-Canada Border
2025-12-01,Jackman,0104,Maine,Truck Containers Empty,2437,US-Canada Border
2025-12-01,Richford,0203,Vermont,Truck Containers Loaded,312,US-Canada Border
2025-12-01,Northgate,3406,North Dakota,Truck Containers Loaded,15,US-Canada Border
2025-12-01,Beecher Falls,0206,Vermont,Trucks,506,US-Canada Border
2025-12-01,Frontier,3020,Washington,Trucks,2074,US-Canada Border
2025-12-01,Warroad,3423,Minnesota,Truck Containers Empty,101,US-Canada Border
2025-12-01,Rio Grande City,2307,Texas,Truck Containers Empty,217,US-Mexico Border
2025-12-01,Walhalla,3407,North Dakota,Trucks,272,US-Canada Border
2025-12-01,Madawaska,0109,Maine,Trucks,1059,US-Canada Border
2025-12-01,Laredo,2304,Texas,Trucks,219222,US-Mexico Border
2025-12-01,Limestone,0118,Maine,Truck Containers Empty,37,US-Canada Border
2025-12-01,Eagle Pass,2303,Texas,Truck Containers Empty,23381,US-Mexico Border
2025-12-01,Presidio,2403,Texas,Truck Containers Empty,255,US-Mexico Border
2025-12-01,Del Rio,2302,Texas,Truck Containers Loaded,8570,US-Mexico Border
2025-12-01,Sherwood,3414,North Dakota,Truck Containers Empty,151,US-Canada Border
2025-12-01,Nogales,2604,Arizona,Truck Containers Loaded,52035,US-Mexico Border
2025-12-01,Hidalgo,2305,Texas,Trucks,58962,US-Mexico Border
2025-12-01,Del Bonita,3322,Montana,Trucks,35,US-Canada Border
2025-12-01,Boundary,3015,Washington,Truck Containers Empty,3,US-Canada Border
2025-12-01,Baudette,3424,Minnesota,Truck Containers Loaded,144,US-Canada Border
2025-12-01,Derby Line,0209,Vermont,Truck Containers Loaded,9957,US-Canada Border
2025-12-01,Jackman,0104,Maine,Truck Containers Loaded,5641,US-Canada Border
2025-12-01,Maida,3416,North Dakota,Trucks,43,US-Canada Border
2025-12-01,Eastport,0103,Maine,Truck Containers Empty,87,US-Canada Border
2025-12-01,Pembina,3401,North Dakota,Trucks,17194,US-Canada Border
2025-12-01,Portal,3403,North Dakota,Trucks,6248,US-Canada Border
2025-12-01,Laurier,3016,Washington,Trucks,287,US-Canada Border
2025-12-01,Santa Teresa,2408,New Mexico,Truck Containers Empty,6063,US-Mexico Border
2025-11-01,Roseau,3426,Minnesota,Trucks,303,US-Canada Border
2025-11-01,Pinecreek,3425,Minnesota,Truck Containers Empty,1,US-Canada Border
2025-11-01,Oroville,3019,Washington,Truck Containers Loaded,1888,US-Canada Border
2025-11-01,Calais,0115,Maine,Truck Containers Loaded,6151,US-Canada Border
2025-11-01,Limestone,0118,Maine,Truck Containers Loaded,39,US-Canada Border
2025-11-01,Port Huron,3802,Michigan,Truck Containers Loaded,142985,US-Canada Border
2025-11-01,Buffalo Niagara Falls,0901,New York,Truck Containers Empty,13475,US-Canada Border
2025-11-01,Tornillo,2404,Texas,Trucks,2928,US-Mexico Border
2025-11-01,Eastport,0103,Maine,Trucks,191,US-Canada Border
2025-11-01,Lukeville,2602,Arizona,Truck Containers Loaded,107,US-Mexico Border
2025-11-01,Roosville,3318,Montana,Truck Containers Empty,61,US-Canada Border
2025-11-01,Portal,3403,North Dakota,Truck Containers Loaded,10691,US-Canada Border
2025-11-01,Frontier,3020,Washington,Truck Containers Loaded,1551,US-Canada Border
2025-11-01,Douglas,2601,Arizona,Trucks,2162,US-Mexico Border
2025-11-01,Sault Sainte Marie,3803,Michigan,Truck Containers Loaded,3296,US-Canada Border
2025-11-01,Columbus,2406,New Mexico,Truck Containers Loaded,2340,US-Mexico Border
2025-11-01,Antler,3413,North Dakota,Trucks,86,US-Canada Border
2025-11-01,Brownsville,2301,Texas,Truck Containers Empty,13912,US-Mexico Border
2025-11-01,Boundary,3015,Washington,Truck Containers Empty,9,US-Canada Border
2025-11-01,Maida,3416,North Dakota,Trucks,54,US-Canada Border
2025-11-01,Ferry,3013,Washington,Trucks,26,US-Canada Border
2025-11-01,Danville,3012,Washington,Trucks,6,US-Canada Border
2025-11-01,Houlton,0106,Maine,Truck Containers Empty,505,US-Canada Border
2025-11-01,Ysleta,2401,Texas,Truck Containers Empty,16105,US-Mexico Border
2025-11-01,Neche,3404,North Dakota,Trucks,644,US-Canada Border
2025-11-01,Beecher Falls,0206,Vermont,Truck Containers Empty,267,US-Canada Border
2025-11-01,Derby Line,0209,Vermont,Truck Containers Loaded,11046,US-Canada Border
2025-11-01,Dalton Cache,3106,Alaska,Trucks,43,US-Canada Border
2025-11-01,Baudette,3424,Minnesota,Truck Containers Loaded,106,US-Canada Border
2025-11-01,Naco,2603,Arizona,Trucks,176,US-Mexico Border
2025-11-01,Dunseith,3422,North Dakota,Truck Containers Loaded,3524,US-Canada Border
2025-11-01,Nogales,2604,Arizona,Truck Containers Empty,7593,US-Mexico Border
2025-11-01,Hansboro,3415,North Dakota,Truck Containers Empty,2,US-Canada Border
2025-11-01,Madawaska,0109,Maine,Truck Containers Loaded,586,US-Canada Border
2025-11-01,San Luis,2608,Arizona,Trucks,3285,US-Mexico Border
2025-11-01,Eastport,3302,Idaho,Truck Containers Loaded,5086,US-Canada Border
2025-11-01,Fort Fairfield,0107,Maine,Truck Containers Empty,54,US-Canada Border
2025-11-01,Alcan,3104,Alaska,Trucks,547,US-Canada Border
2025-11-01,Highgate Springs,0212,Vermont,Truck Containers Loaded,11323,US-Canada Border
2025-11-01,Point Roberts,3017,Washington,Trucks,480,US-Canada Border
2025-11-01,Laurier,3016,Washington,Trucks,265,US-Canada Border
2025-11-01,Northgate,3406,North Dakota,Truck Containers Loaded,66,US-Canada Border
2025-11-01,Sumas,3009,Washington,Truck Containers Empty,2693,US-Canada Border
2025-11-01,Trout River,0715,New York,Truck Containers Loaded,820,US-Canada Border
2025-11-01,Vanceboro,0105,Maine,Trucks,30,US-Canada Border
2025-11-01,Hidalgo,2305,Texas,Trucks,57601,US-Mexico Border
2025-11-01,Oroville,3019,Washington,Truck Containers Empty,634,US-Canada Border
2025-11-01,Rio Grande City,2307,Texas,Truck Containers Empty,207,US-Mexico Border
2025-11-01,Noonan,3420,North Dakota,Truck Containers Empty,58,US-Canada Border
2025-11-01,Porthill,3308,Idaho,Truck Containers Loaded,360,US-Canada Border
2025-11-01,Sherwood,3414,North Dakota,Trucks,208,US-Canada Border
2025-11-01,Champlain Rouses Point,0712,New York,Truck Containers Loaded,33643,US-Canada Border
2025-11-01,Eagle Pass,2303,Texas,Truck Containers Empty,17421,US-Mexico Border
2025-11-01,Detroit,3801,Michigan,Truck Containers Empty,13125,US-Canada Border
2025-11-01,Lukeville,2602,Arizona,Trucks,68,US-Mexico Border
2025-11-01,Santa Teresa,2408,New Mexico,Truck Containers Empty,4563,US-Mexico Border
2025-11-01,Fortuna,3417,North Dakota,Trucks,265,US-Canada Border
2025-11-01,Pembina,3401,North Dakota,Truck Containers Empty,2340,US-Canada Border
2025-11-01,Lancaster,3430,Minnesota,Truck Containers Loaded,83,US-Canada Border
2025-11-01,Carbury,3421,North Dakota,Trucks,166,US-Canada Border
2025-11-01,Raymond,3301,Montana,Truck Containers Empty,154,US-Canada Border
2025-11-01,Sweetgrass,3310,Montana,Trucks,11901,US-Canada Border
2025-11-01,Limestone,0118,Maine,Trucks,60,US-Canada Border
2025-11-01,Calais,0115,Maine,Trucks,4009,US-Canada Border
2025-11-01,Roma,2310,Texas,Truck Containers Loaded,7115,US-Mexico Border
2025-11-01,Raymond,3301,Montana,Trucks,1146,US-Canada Border
2025-11-01,Nogales,2604,Arizona,Truck Containers Loaded,42899,US-Mexico Border
2025-11-01,Dunseith,3422,North Dakota,Trucks,2108,US-Canada Border
2025-11-01,Warroad,3423,Minnesota,Truck Containers Empty,119,US-Canada Border
2025-11-01,Antler,3413,North Dakota,Truck Containers Loaded,4,US-Canada Border
